
Grupe de varsta a sotului , Grupa de varsta a sotiei pentru casatorii, Ani, UM: Numar persoane, Valoare
Varsta sotului 45-49 ani, Varsta sotiei 40-44 ani, Anul 2007, Numar persoane, 1370
Varsta sotului 45-49 ani, Varsta sotiei 40-44 ani, Anul 2008, Numar persoane, 1001
Varsta sotului 45-49 ani, Varsta sotiei 40-44 ani, Anul 2009, Numar persoane, 902
Varsta sotului 45-49 ani, Varsta sotiei 40-44 ani, Anul 2010, Numar persoane, 728
Varsta sotului 45-49 ani, Varsta sotiei 40-44 ani, Anul 2011, Numar persoane, 708
Varsta sotului 45-49 ani, Varsta sotiei 40-44 ani, Anul 2012, Numar persoane, 773
Varsta sotului 45-49 ani, Varsta sotiei 40-44 ani, Anul 2013, Numar persoane, 896
Varsta sotului 45-49 ani, Varsta sotiei 40-44 ani, Anul 2014, Numar persoane, 1159
Varsta sotului 45-49 ani, Varsta sotiei 40-44 ani, Anul 2015, Numar persoane, 1202
Varsta sotului 45-49 ani, Varsta sotiei 40-44 ani, Anul 2016, Numar persoane, 1428
Varsta sotului 45-49 ani, Varsta sotiei 45-49 ani, Anul 1990, Numar persoane, 488
Varsta sotului 45-49 ani, Varsta sotiei 45-49 ani, Anul 1991, Numar persoane, 447
Varsta sotului 45-49 ani, Varsta sotiei 45-49 ani, Anul 1992, Numar persoane, 432
Varsta sotului 45-49 ani, Varsta sotiei 45-49 ani, Anul 1993, Numar persoane, 404
Varsta sotului 45-49 ani, Varsta sotiei 45-49 ani, Anul 1994, Numar persoane, 448
Varsta sotului 45-49 ani, Varsta sotiei 45-49 ani, Anul 1995, Numar persoane, 570
Varsta sotului 45-49 ani, Varsta sotiei 45-49 ani, Anul 1996, Numar persoane, 567
Varsta sotului 45-49 ani, Varsta sotiei 45-49 ani, Anul 1997, Numar persoane, 594
Varsta sotului 45-49 ani, Varsta sotiei 45-49 ani, Anul 1998, Numar persoane, 629
Varsta sotului 45-49 ani, Varsta sotiei 45-49 ani, Anul 1999, Numar persoane, 598
Varsta sotului 45-49 ani, Varsta sotiei 45-49 ani, Anul 2000, Numar persoane, 559
Varsta sotului 45-49 ani, Varsta sotiei 45-49 ani, Anul 2001, Numar persoane, 603
Varsta sotului 45-49 ani, Varsta sotiei 45-49 ani, Anul 2002, Numar persoane, 650
Varsta sotului 45-49 ani, Varsta sotiei 45-49 ani, Anul 2003, Numar persoane, 637
Varsta sotului 45-49 ani, Varsta sotiei 45-49 ani, Anul 2004, Numar persoane, 740
Varsta sotului 45-49 ani, Varsta sotiei 45-49 ani, Anul 2005, Numar persoane, 753
Varsta sotului 45-49 ani, Varsta sotiei 45-49 ani, Anul 2006, Numar persoane, 751
Varsta sotului 45-49 ani, Varsta sotiei 45-49 ani, Anul 2007, Numar persoane, 1059
Varsta sotului 45-49 ani, Varsta sotiei 45-49 ani, Anul 2008, Numar persoane, 646
Varsta sotului 45-49 ani, Varsta sotiei 45-49 ani, Anul 2009, Numar persoane, 468
Varsta sotului 45-49 ani, Varsta sotiei 45-49 ani, Anul 2010, Numar persoane, 370
Varsta sotului 45-49 ani, Varsta sotiei 45-49 ani, Anul 2011, Numar persoane, 366
Varsta sotului 45-49 ani, Varsta sotiei 45-49 ani, Anul 2012, Numar persoane, 407
Varsta sotului 45-49 ani, Varsta sotiei 45-49 ani, Anul 2013, Numar persoane, 607
Varsta sotului 45-49 ani, Varsta sotiei 45-49 ani, Anul 2014, Numar persoane, 971
Varsta sotului 45-49 ani, Varsta sotiei 45-49 ani, Anul 2015, Numar persoane, 1053
Varsta sotului 45-49 ani, Varsta sotiei 45-49 ani, Anul 2016, Numar persoane, 1340
Varsta sotului 45-49 ani, Varsta sotiei 50-54 ani, Anul 1990, Numar persoane, 195
Varsta sotului 45-49 ani, Varsta sotiei 50-54 ani, Anul 1991, Numar persoane, 192
Varsta sotului 45-49 ani, Varsta sotiei 50-54 ani, Anul 1992, Numar persoane, 178
Varsta sotului 45-49 ani, Varsta sotiei 50-54 ani, Anul 1993, Numar persoane, 135
Varsta sotului 45-49 ani, Varsta sotiei 50-54 ani, Anul 1994, Numar persoane, 125
Varsta sotului 45-49 ani, Varsta sotiei 50-54 ani, Anul 1995, Numar persoane, 160
Varsta sotului 45-49 ani, Varsta sotiei 50-54 ani, Anul 1996, Numar persoane, 133
Varsta sotului 45-49 ani, Varsta sotiei 50-54 ani, Anul 1997, Numar persoane, 144
Varsta sotului 45-49 ani, Varsta sotiei 50-54 ani, Anul 1998, Numar persoane, 178
Varsta sotului 45-49 ani, Varsta sotiei 50-54 ani, Anul 1999, Numar persoane, 155
Varsta sotului 45-49 ani, Varsta sotiei 50-54 ani, Anul 2000, Numar persoane, 172
Varsta sotului 45-49 ani, Varsta sotiei 50-54 ani, Anul 2001, Numar persoane, 207
Varsta sotului 45-49 ani, Varsta sotiei 50-54 ani, Anul 2002, Numar persoane, 211
Varsta sotului 45-49 ani, Varsta sotiei 50-54 ani, Anul 2003, Numar persoane, 212
Varsta sotului 45-49 ani, Varsta sotiei 50-54 ani, Anul 2004, Numar persoane, 244
Varsta sotului 45-49 ani, Varsta sotiei 50-54 ani, Anul 2005, Numar persoane, 278
Varsta sotului 45-49 ani, Varsta sotiei 50-54 ani, Anul 2006, Numar persoane, 251
Varsta sotului 45-49 ani, Varsta sotiei 50-54 ani, Anul 2007, Numar persoane, 384
Varsta sotului 45-49 ani, Varsta sotiei 50-54 ani, Anul 2008, Numar persoane, 282
Varsta sotului 45-49 ani, Varsta sotiei 50-54 ani, Anul 2009, Numar persoane, 192
Varsta sotului 45-49 ani, Varsta sotiei 50-54 ani, Anul 2010, Numar persoane, 138
Varsta sotului 45-49 ani, Varsta sotiei 50-54 ani, Anul 2011, Numar persoane, 103
Varsta sotului 45-49 ani, Varsta sotiei 50-54 ani, Anul 2012, Numar persoane, 135
Varsta sotului 45-49 ani, Varsta sotiei 50-54 ani, Anul 2013, Numar persoane, 151
Varsta sotului 45-49 ani, Varsta sotiei 50-54 ani, Anul 2014, Numar persoane, 204
Varsta sotului 45-49 ani, Varsta sotiei 50-54 ani, Anul 2015, Numar persoane, 212
Varsta sotului 45-49 ani, Varsta sotiei 50-54 ani, Anul 2016, Numar persoane, 283
Varsta sotului 45-49 ani, Varsta sotiei 55-59 ani, Anul 1990, Numar persoane, 48
Varsta sotului 45-49 ani, Varsta sotiei 55-59 ani, Anul 1991, Numar persoane, 55
Varsta sotului 45-49 ani, Varsta sotiei 55-59 ani, Anul 1992, Numar persoane, 52
Varsta sotului 45-49 ani, Varsta sotiei 55-59 ani, Anul 1993, Numar persoane, 55
Varsta sotului 45-49 ani, Varsta sotiei 55-59 ani, Anul 1994, Numar persoane, 53
Varsta sotului 45-49 ani, Varsta sotiei 55-59 ani, Anul 1995, Numar persoane, 43
Varsta sotului 45-49 ani, Varsta sotiei 55-59 ani, Anul 1996, Numar persoane, 34
Varsta sotului 45-49 ani, Varsta sotiei 55-59 ani, Anul 1997, Numar persoane, 29
Varsta sotului 45-49 ani, Varsta sotiei 55-59 ani, Anul 1998, Numar persoane, 57
Varsta sotului 45-49 ani, Varsta sotiei 55-59 ani, Anul 1999, Numar persoane, 29
Varsta sotului 45-49 ani, Varsta sotiei 55-59 ani, Anul 2000, Numar persoane, 32
Varsta sotului 45-49 ani, Varsta sotiei 55-59 ani, Anul 2001, Numar persoane, 29
Varsta sotului 45-49 ani, Varsta sotiei 55-59 ani, Anul 2002, Numar persoane, 47
Varsta sotului 45-49 ani, Varsta sotiei 55-59 ani, Anul 2003, Numar persoane, 48
Varsta sotului 45-49 ani, Varsta sotiei 55-59 ani, Anul 2004, Numar persoane, 51
Varsta sotului 45-49 ani, Varsta sotiei 55-59 ani, Anul 2005, Numar persoane, 60
Varsta sotului 45-49 ani, Varsta sotiei 55-59 ani, Anul 2006, Numar persoane, 74
Varsta sotului 45-49 ani, Varsta sotiei 55-59 ani, Anul 2007, Numar persoane, 92
Varsta sotului 45-49 ani, Varsta sotiei 55-59 ani, Anul 2008, Numar persoane, 62
Varsta sotului 45-49 ani, Varsta sotiei 55-59 ani, Anul 2009, Numar persoane, 45
Varsta sotului 45-49 ani, Varsta sotiei 55-59 ani, Anul 2010, Numar persoane, 27
Varsta sotului 45-49 ani, Varsta sotiei 55-59 ani, Anul 2011, Numar persoane, 31
Varsta sotului 45-49 ani, Varsta sotiei 55-59 ani, Anul 2012, Numar persoane, 22
Varsta sotului 45-49 ani, Varsta sotiei 55-59 ani, Anul 2013, Numar persoane, 41
Varsta sotului 45-49 ani, Varsta sotiei 55-59 ani, Anul 2014, Numar persoane, 44
Varsta sotului 45-49 ani, Varsta sotiei 55-59 ani, Anul 2015, Numar persoane, 47
Varsta sotului 45-49 ani, Varsta sotiei 55-59 ani, Anul 2016, Numar persoane, 60
Varsta sotului 45-49 ani, Varsta sotiei 60 ani si peste, Anul 1990, Numar persoane, 17
Varsta sotului 45-49 ani, Varsta sotiei 60 ani si peste, Anul 1991, Numar persoane, 18
Varsta sotului 45-49 ani, Varsta sotiei 60 ani si peste, Anul 1992, Numar persoane, 22
Varsta sotului 45-49 ani, Varsta sotiei 60 ani si peste, Anul 1993, Numar persoane, 11
Varsta sotului 45-49 ani, Varsta sotiei 60 ani si peste, Anul 1994, Numar persoane, 14
Varsta sotului 45-49 ani, Varsta sotiei 60 ani si peste, Anul 1995, Numar persoane, 16
Varsta sotului 45-49 ani, Varsta sotiei 60 ani si peste, Anul 1996, Numar persoane, 16
Varsta sotului 45-49 ani, Varsta sotiei 60 ani si peste, Anul 1997, Numar persoane, 12
Varsta sotului 45-49 ani, Varsta sotiei 60 ani si peste, Anul 1998, Numar persoane, 15
Varsta sotului 45-49 ani, Varsta sotiei 60 ani si peste, Anul 1999, Numar persoane, 11
Varsta sotului 45-49 ani, Varsta sotiei 60 ani si peste, Anul 2000, Numar persoane, 10
Varsta sotului 45-49 ani, Varsta sotiei 60 ani si peste, Anul 2001, Numar persoane, 25
Varsta sotului 45-49 ani, Varsta sotiei 60 ani si peste, Anul 2002, Numar persoane, 21
Varsta sotului 45-49 ani, Varsta sotiei 60 ani si peste, Anul 2003, Numar persoane, 10
Varsta sotului 45-49 ani, Varsta sotiei 60 ani si peste, Anul 2004, Numar persoane, 16
Varsta sotului 45-49 ani, Varsta sotiei 60 ani si peste, Anul 2005, Numar persoane, 14
Varsta sotului 45-49 ani, Varsta sotiei 60 ani si peste, Anul 2006, Numar persoane, 10
Varsta sotului 45-49 ani, Varsta sotiei 60 ani si peste, Anul 2007, Numar persoane, 27
Varsta sotului 45-49 ani, Varsta sotiei 60 ani si peste, Anul 2008, Numar persoane, 11
Varsta sotului 45-49 ani, Varsta sotiei 60 ani si peste, Anul 2009, Numar persoane, 16
Varsta sotului 45-49 ani, Varsta sotiei 60 ani si peste, Anul 2010, Numar persoane, 8
Varsta sotului 45-49 ani, Varsta sotiei 60 ani si peste, Anul 2011, Numar persoane, 7
Varsta sotului 45-49 ani, Varsta sotiei 60 ani si peste, Anul 2012, Numar persoane, 9
Varsta sotului 45-49 ani, Varsta sotiei 60 ani si peste, Anul 2013, Numar persoane, 9
Varsta sotului 45-49 ani, Varsta sotiei 60 ani si peste, Anul 2014, Numar persoane, 14
Varsta sotului 45-49 ani, Varsta sotiei 60 ani si peste, Anul 2015, Numar persoane, 15
Varsta sotului 45-49 ani, Varsta sotiei 60 ani si peste, Anul 2016, Numar persoane, 16
Varsta sotului 50-54 ani, Varsta sotiei sub 20 ani, Anul 1990, Numar persoane, 8
Varsta sotului 50-54 ani, Varsta sotiei sub 20 ani, Anul 1991, Numar persoane, 6
Varsta sotului 50-54 ani, Varsta sotiei sub 20 ani, Anul 1992, Numar persoane, 10
Varsta sotului 50-54 ani, Varsta sotiei sub 20 ani, Anul 1993, Numar persoane, 6
Varsta sotului 50-54 ani, Varsta sotiei sub 20 ani, Anul 1994, Numar persoane, 4
Varsta sotului 50-54 ani, Varsta sotiei sub 20 ani, Anul 1995, Numar persoane, 6
Varsta sotului 50-54 ani, Varsta sotiei sub 20 ani, Anul 1996, Numar persoane, 9
Varsta sotului 50-54 ani, Varsta sotiei sub 20 ani, Anul 1997, Numar persoane, 2
Varsta sotului 50-54 ani, Varsta sotiei sub 20 ani, Anul 1998, Numar persoane, 4
Varsta sotului 50-54 ani, Varsta sotiei sub 20 ani, Anul 1999, Numar persoane, 7
Varsta sotului 50-54 ani, Varsta sotiei sub 20 ani, Anul 2000, Numar persoane, 12
Varsta sotului 50-54 ani, Varsta sotiei sub 20 ani, Anul 2001, Numar persoane, 10
Varsta sotului 50-54 ani, Varsta sotiei sub 20 ani, Anul 2002, Numar persoane, 10
Varsta sotului 50-54 ani, Varsta sotiei sub 20 ani, Anul 2003, Numar persoane, 14
Varsta sotului 50-54 ani, Varsta sotiei sub 20 ani, Anul 2004, Numar persoane, 8
Varsta sotului 50-54 ani, Varsta sotiei sub 20 ani, Anul 2005, Numar persoane, 13
Varsta sotului 50-54 ani, Varsta sotiei sub 20 ani, Anul 2006, Numar persoane, 14
Varsta sotului 50-54 ani, Varsta sotiei sub 20 ani, Anul 2007, Numar persoane, 3
Varsta sotului 50-54 ani, Varsta sotiei sub 20 ani, Anul 2008, Numar persoane, 8
Varsta sotului 50-54 ani, Varsta sotiei sub 20 ani, Anul 2009, Numar persoane, 1
Varsta sotului 50-54 ani, Varsta sotiei sub 20 ani, Anul 2010, Numar persoane, 5
Varsta sotului 50-54 ani, Varsta sotiei sub 20 ani, Anul 2011, Numar persoane, 5
Varsta sotului 50-54 ani, Varsta sotiei sub 20 ani, Anul 2013, Numar persoane, 5
Varsta sotului 50-54 ani, Varsta sotiei sub 20 ani, Anul 2015, Numar persoane, 2
Varsta sotului 50-54 ani, Varsta sotiei sub 20 ani, Anul 2016, Numar persoane, 1
Varsta sotului 50-54 ani, Varsta sotiei 20-24 ani, Anul 1990, Numar persoane, 31
Varsta sotului 50-54 ani, Varsta sotiei 20-24 ani, Anul 1991, Numar persoane, 33
Varsta sotului 50-54 ani, Varsta sotiei 20-24 ani, Anul 1992, Numar persoane, 24
Varsta sotului 50-54 ani, Varsta sotiei 20-24 ani, Anul 1993, Numar persoane, 24
Varsta sotului 50-54 ani, Varsta sotiei 20-24 ani, Anul 1994, Numar persoane, 18
Varsta sotului 50-54 ani, Varsta sotiei 20-24 ani, Anul 1995, Numar persoane, 17
Varsta sotului 50-54 ani, Varsta sotiei 20-24 ani, Anul 1996, Numar persoane, 23
Varsta sotului 50-54 ani, Varsta sotiei 20-24 ani, Anul 1997, Numar persoane, 31
Varsta sotului 50-54 ani, Varsta sotiei 20-24 ani, Anul 1998, Numar persoane, 24
Varsta sotului 50-54 ani, Varsta sotiei 20-24 ani, Anul 1999, Numar persoane, 38
Varsta sotului 50-54 ani, Varsta sotiei 20-24 ani, Anul 2000, Numar persoane, 46
Varsta sotului 50-54 ani, Varsta sotiei 20-24 ani, Anul 2001, Numar persoane, 73
Varsta sotului 50-54 ani, Varsta sotiei 20-24 ani, Anul 2002, Numar persoane, 46
Varsta sotului 50-54 ani, Varsta sotiei 20-24 ani, Anul 2003, Numar persoane, 52
Varsta sotului 50-54 ani, Varsta sotiei 20-24 ani, Anul 2004, Numar persoane, 78
Varsta sotului 50-54 ani, Varsta sotiei 20-24 ani, Anul 2005, Numar persoane, 63
Varsta sotului 50-54 ani, Varsta sotiei 20-24 ani, Anul 2006, Numar persoane, 52
Varsta sotului 50-54 ani, Varsta sotiei 20-24 ani, Anul 2007, Numar persoane, 38
Varsta sotului 50-54 ani, Varsta sotiei 20-24 ani, Anul 2008, Numar persoane, 34
Varsta sotului 50-54 ani, Varsta sotiei 20-24 ani, Anul 2009, Numar persoane, 29
Varsta sotului 50-54 ani, Varsta sotiei 20-24 ani, Anul 2010, Numar persoane, 11
Varsta sotului 50-54 ani, Varsta sotiei 20-24 ani, Anul 2011, Numar persoane, 15
Varsta sotului 50-54 ani, Varsta sotiei 20-24 ani, Anul 2012, Numar persoane, 23
Varsta sotului 50-54 ani, Varsta sotiei 20-24 ani, Anul 2013, Numar persoane, 17
Varsta sotului 50-54 ani, Varsta sotiei 20-24 ani, Anul 2014, Numar persoane, 18
Varsta sotului 50-54 ani, Varsta sotiei 20-24 ani, Anul 2015, Numar persoane, 18
Varsta sotului 50-54 ani, Varsta sotiei 20-24 ani, Anul 2016, Numar persoane, 18
Varsta sotului 50-54 ani, Varsta sotiei 25-29 ani, Anul 1990, Numar persoane, 46
Varsta sotului 50-54 ani, Varsta sotiei 25-29 ani, Anul 1991, Numar persoane, 40
Varsta sotului 50-54 ani, Varsta sotiei 25-29 ani, Anul 1992, Numar persoane, 33
Varsta sotului 50-54 ani, Varsta sotiei 25-29 ani, Anul 1993, Numar persoane, 44
Varsta sotului 50-54 ani, Varsta sotiei 25-29 ani, Anul 1994, Numar persoane, 33
Varsta sotului 50-54 ani, Varsta sotiei 25-29 ani, Anul 1995, Numar persoane, 49
Varsta sotului 50-54 ani, Varsta sotiei 25-29 ani, Anul 1996, Numar persoane, 73
Varsta sotului 50-54 ani, Varsta sotiei 25-29 ani, Anul 1997, Numar persoane, 71
Varsta sotului 50-54 ani, Varsta sotiei 25-29 ani, Anul 1998, Numar persoane, 69
Varsta sotului 50-54 ani, Varsta sotiei 25-29 ani, Anul 1999, Numar persoane, 69
Varsta sotului 50-54 ani, Varsta sotiei 25-29 ani, Anul 2000, Numar persoane, 84
Varsta sotului 50-54 ani, Varsta sotiei 25-29 ani, Anul 2001, Numar persoane, 92
Varsta sotului 50-54 ani, Varsta sotiei 25-29 ani, Anul 2002, Numar persoane, 85
Varsta sotului 50-54 ani, Varsta sotiei 25-29 ani, Anul 2003, Numar persoane, 120
Varsta sotului 50-54 ani, Varsta sotiei 25-29 ani, Anul 2004, Numar persoane, 177
Varsta sotului 50-54 ani, Varsta sotiei 25-29 ani, Anul 2005, Numar persoane, 175
Varsta sotului 50-54 ani, Varsta sotiei 25-29 ani, Anul 2006, Numar persoane, 161
Varsta sotului 50-54 ani, Varsta sotiei 25-29 ani, Anul 2007, Numar persoane, 113
Varsta sotului 50-54 ani, Varsta sotiei 25-29 ani, Anul 2008, Numar persoane, 125
Varsta sotului 50-54 ani, Varsta sotiei 25-29 ani, Anul 2009, Numar persoane, 76
Varsta sotului 50-54 ani, Varsta sotiei 25-29 ani, Anul 2010, Numar persoane, 68
Varsta sotului 50-54 ani, Varsta sotiei 25-29 ani, Anul 2011, Numar persoane, 68
Varsta sotului 50-54 ani, Varsta sotiei 25-29 ani, Anul 2012, Numar persoane, 55
Varsta sotului 50-54 ani, Varsta sotiei 25-29 ani, Anul 2013, Numar persoane, 75
Varsta sotului 50-54 ani, Varsta sotiei 25-29 ani, Anul 2014, Numar persoane, 63
Varsta sotului 50-54 ani, Varsta sotiei 25-29 ani, Anul 2015, Numar persoane, 56
Varsta sotului 50-54 ani, Varsta sotiei 25-29 ani, Anul 2016, Numar persoane, 56
Varsta sotului 50-54 ani, Varsta sotiei 30-34 ani, Anul 1990, Numar persoane, 133
Varsta sotului 50-54 ani, Varsta sotiei 30-34 ani, Anul 1991, Numar persoane, 116
Varsta sotului 50-54 ani, Varsta sotiei 30-34 ani, Anul 1992, Numar persoane, 89
Varsta sotului 50-54 ani, Varsta sotiei 30-34 ani, Anul 1993, Numar persoane, 89
Varsta sotului 50-54 ani, Varsta sotiei 30-34 ani, Anul 1994, Numar persoane, 88
Varsta sotului 50-54 ani, Varsta sotiei 30-34 ani, Anul 1995, Numar persoane, 89
Varsta sotului 50-54 ani, Varsta sotiei 30-34 ani, Anul 1996, Numar persoane, 81
Varsta sotului 50-54 ani, Varsta sotiei 30-34 ani, Anul 1997, Numar persoane, 75
Varsta sotului 50-54 ani, Varsta sotiei 30-34 ani, Anul 1998, Numar persoane, 116
Varsta sotului 50-54 ani, Varsta sotiei 30-34 ani, Anul 1999, Numar persoane, 148
Varsta sotului 50-54 ani, Varsta sotiei 30-34 ani, Anul 2000, Numar persoane, 181
Varsta sotului 50-54 ani, Varsta sotiei 30-34 ani, Anul 2001, Numar persoane, 208
Varsta sotului 50-54 ani, Varsta sotiei 30-34 ani, Anul 2002, Numar persoane, 195
Varsta sotului 50-54 ani, Varsta sotiei 30-34 ani, Anul 2003, Numar persoane, 236
Varsta sotului 50-54 ani, Varsta sotiei 30-34 ani, Anul 2004, Numar persoane, 280
Varsta sotului 50-54 ani, Varsta sotiei 30-34 ani, Anul 2005, Numar persoane, 278
Varsta sotului 50-54 ani, Varsta sotiei 30-34 ani, Anul 2006, Numar persoane, 252
Varsta sotului 50-54 ani, Varsta sotiei 30-34 ani, Anul 2007, Numar persoane, 282
Varsta sotului 50-54 ani, Varsta sotiei 30-34 ani, Anul 2008, Numar persoane, 264
Varsta sotului 50-54 ani, Varsta sotiei 30-34 ani, Anul 2009, Numar persoane, 209
Varsta sotului 50-54 ani, Varsta sotiei 30-34 ani, Anul 2010, Numar persoane, 156
Varsta sotului 50-54 ani, Varsta sotiei 30-34 ani, Anul 2011, Numar persoane, 135
Varsta sotului 50-54 ani, Varsta sotiei 30-34 ani, Anul 2012, Numar persoane, 127
Varsta sotului 50-54 ani, Varsta sotiei 30-34 ani, Anul 2013, Numar persoane, 106
Varsta sotului 50-54 ani, Varsta sotiei 30-34 ani, Anul 2014, Numar persoane, 133
Varsta sotului 50-54 ani, Varsta sotiei 30-34 ani, Anul 2015, Numar persoane, 131
Varsta sotului 50-54 ani, Varsta sotiei 30-34 ani, Anul 2016, Numar persoane, 142
Varsta sotului 50-54 ani, Varsta sotiei 35-39 ani, Anul 1990, Numar persoane, 257
Varsta sotului 50-54 ani, Varsta sotiei 35-39 ani, Anul 1991, Numar persoane, 221
Varsta sotului 50-54 ani, Varsta sotiei 35-39 ani, Anul 1992, Numar persoane, 249
Varsta sotului 50-54 ani, Varsta sotiei 35-39 ani, Anul 1993, Numar persoane, 202
Varsta sotului 50-54 ani, Varsta sotiei 35-39 ani, Anul 1994, Numar persoane, 199
Varsta sotului 50-54 ani, Varsta sotiei 35-39 ani, Anul 1995, Numar persoane, 212
Varsta sotului 50-54 ani, Varsta sotiei 35-39 ani, Anul 1996, Numar persoane, 185
Varsta sotului 50-54 ani, Varsta sotiei 35-39 ani, Anul 1997, Numar persoane, 161
Varsta sotului 50-54 ani, Varsta sotiei 35-39 ani, Anul 1998, Numar persoane, 161
Varsta sotului 50-54 ani, Varsta sotiei 35-39 ani, Anul 1999, Numar persoane, 158
Varsta sotului 50-54 ani, Varsta sotiei 35-39 ani, Anul 2000, Numar persoane, 225
Varsta sotului 50-54 ani, Varsta sotiei 35-39 ani, Anul 2001, Numar persoane, 217
Varsta sotului 50-54 ani, Varsta sotiei 35-39 ani, Anul 2002, Numar persoane, 222
Varsta sotului 50-54 ani, Varsta sotiei 35-39 ani, Anul 2003, Numar persoane, 285
Varsta sotului 50-54 ani, Varsta sotiei 35-39 ani, Anul 2004, Numar persoane, 409
Varsta sotului 50-54 ani, Varsta sotiei 35-39 ani, Anul 2005, Numar persoane, 449
Varsta sotului 50-54 ani, Varsta sotiei 35-39 ani, Anul 2006, Numar persoane, 494
Varsta sotului 50-54 ani, Varsta sotiei 35-39 ani, Anul 2007, Numar persoane, 574
Varsta sotului 50-54 ani, Varsta sotiei 35-39 ani, Anul 2008, Numar persoane, 461
Varsta sotului 50-54 ani, Varsta sotiei 35-39 ani, Anul 2009, Numar persoane, 307
Varsta sotului 50-54 ani, Varsta sotiei 35-39 ani, Anul 2010, Numar persoane, 256
Varsta sotului 50-54 ani, Varsta sotiei 35-39 ani, Anul 2011, Numar persoane, 253
Varsta sotului 50-54 ani, Varsta sotiei 35-39 ani, Anul 2012, Numar persoane, 238
Varsta sotului 50-54 ani, Varsta sotiei 35-39 ani, Anul 2013, Numar persoane, 248
Varsta sotului 50-54 ani, Varsta sotiei 35-39 ani, Anul 2014, Numar persoane, 237
Varsta sotului 50-54 ani, Varsta sotiei 35-39 ani, Anul 2015, Numar persoane, 286
Varsta sotului 50-54 ani, Varsta sotiei 35-39 ani, Anul 2016, Numar persoane, 308
Varsta sotului 50-54 ani, Varsta sotiei 40-44 ani, Anul 1990, Numar persoane, 466
Varsta sotului 50-54 ani, Varsta sotiei 40-44 ani, Anul 1991, Numar persoane, 431
Varsta sotului 50-54 ani, Varsta sotiei 40-44 ani, Anul 1992, Numar persoane, 459
Varsta sotului 50-54 ani, Varsta sotiei 40-44 ani, Anul 1993, Numar persoane, 423
Varsta sotului 50-54 ani, Varsta sotiei 40-44 ani, Anul 1994, Numar persoane, 379
Varsta sotului 50-54 ani, Varsta sotiei 40-44 ani, Anul 1995, Numar persoane, 384
Varsta sotului 50-54 ani, Varsta sotiei 40-44 ani, Anul 1996, Numar persoane, 379
Varsta sotului 50-54 ani, Varsta sotiei 40-44 ani, Anul 1997, Numar persoane, 335
