Sorszám,Neme?,Életkora,Városban lakik?,A legmagasabb iskolai végzettsége,Hányan élnek egy háztartásban?,"Hogy érzi, mennyire boldog? A jelenlegi élethelyzetében a létra melyik fokán áll?",Hogyan érzékeli a szakmai pályafutását? Jelenleg melyik fokon áll karrier szempontjából?,Hogyan érzékeli az egészségi állapotát? Jelenleg  melyik fokon áll egészségileg?,Milyeneknek érzi a baráti kapcsolatait? Jelenleg  melyik fokon áll az emberi kapcsolatokban?,"Milyennek érzékeli a természeti környezetet, amely körülveszi? Jelenleg  melyik fokon áll a környezetével kapcsolatokban?",Megfelelő kikapcsolódási és szórakozási lehetőségei vannak? Jelenleg  melyik fokon áll a kikapcsolódás és szórakozás terén?,Vallásos-e ön?,Hogyan látja a jövőt? A boldogságát tekintve melyik fokon fog állni 5 év múlva?,Hogyan érzékeli az anyagi helyzetét? Jelenleg  melyik fokon áll anyagilag?,Milyeneknek érzi a családi kapcsolatait? Jelenleg  melyik fokon áll a családi kapcsolatokban?,Egy főre jutó nettó jövedelem a háztartásban,Munkaviszonya,Végez hetente legalább 3-szor legkevesebb 30 perc testmozgást?,"Milyen lesz a természeti környezet, amely körülveszi? 5 év múlva melyik fokon fog állni a környezetével kapcsolatokban?",Milyen a spiritualitással való kapcsolata? Jelenleg a létra melyik fokán áll a spiritualitás terén?,"Ha bajba kerül vagy problémája adódik, van-e valaki a családjában vagy a közvetlen környezetében, akinek a segítségére vagy támogatására számíthat?","Melyik székely szék településén van állandó lakhelye? (Az, ahol valóban lakik, nem az, amit a személyazonossági igazolványa ír.)","Szokott-e pénzzel vagy önkéntes munkával segíteni rászorulóknak, esetleg a rászorulókat támogató szervezeteknek? ",Adományozott-e pénzt (bármilyen csekély összeget) az elmúlt hónapban?,"Leggyakrabban (nem a jelen pillanatban) milyen a kedélyállapota? Ha az előző szakaszban említett létrán 0 a mély depresszió és 10 a maximális eufória, akkor jelenleg a létra melyik fokán áll általános kedélyállapotát tekintve?","Az ön közvetlen családjában (szülők, testvérek, házastárs, vagy gyermek) volt-e öngyilkossági kísérlet?","Önnek, személy szerint volt-e öngyilkossági kísérlete?","Úgy érzi, hogy van elég választási szabadsága, amikor fontos élethelyzetekben kell döntenie?",Korruptnak tartja-e a kormányzatot?,Korruptnak tartja-e a székelyföldi politikusokat?,Korruptnak tartja-e a székelyföldi üzletembereket? A helyi gazdasági életben csak korrupcióval lehet érvényesülni?,,
808,nő,25-34,Nem,középiskola,4,8,9,8,5,9,0,"igen, heti rendszerességgel járok templomba",8,3,9,999 RON alatt,Alkalmazott,nem,9,5,Igen,Csíkszék,"Ha időm és/vagy anyagi helyzetem engedi, szívesen szoktam segíteni.",Nem,7,Nem,Nem,Nem,Igen!,Igen!,Igen!,,
809,nő,25-34,Igen,felsőfokú,egyedül él,8,8,9,9,7,7,"valamennyire igen, évente többször járok templomba",8,7,9,2000 - 2999 RON között,Alkalmazott,nem,6,5,Igen,Gyergyószék,Természetesen. Én is tagja vagyok egy ilyen szervezetnek.,Igen,8,Nem,Nem,Igen,Igen!,Nem!,Nem!,,
810,férfi,25-34,Igen,középiskola,2,9,9,9,10,10,6,"valamennyire igen, de nem járok templomba",9,9,10,3000 RON fölött,Vállalkozó / cégtulajdonos,igen,9,8,Igen,Udvarhelyszék,"Pénzzel és önkéntes munkával is szoktam támogatni őket, ha meggyőznek kérésük jogosságáról.",Nem,5,Nem,Nem,Igen,Igen!,Igen!,Igen!,,
811,férfi,55-64,Igen,felsőfokú,4,7,7,7,7,9,7,"valamennyire igen, évente többször járok templomba",8,7,8,999 RON alatt,Vállalkozó / cégtulajdonos,nem,9,8,Igen,Udvarhelyszék,Természetesen. Én is tagja vagyok egy ilyen szervezetnek.,Igen,7,Nem,Nem,Igen,Igen!,Nem!,Nem!,,
812,férfi,25-34,Igen,felsőfokú,2,8,8,9,9,8,9,"valamennyire igen, de nem járok templomba",9,8,10,3000 RON fölött,Alkalmazott,igen,9,7,Igen,Csíkszék,Ritkán. Ha rokonom vagy ismerősöm támogatja őket és ő kér fel.,Nem,8,Nem,Nem,Igen,Igen!,Nem!,Nem!,,
813,férfi,25-34,Igen,középiskola,egyedül él,6,6,8,7,8,8,"valamennyire igen, de nem járok templomba",8,6,4,1000 - 1999 RON között,Alkalmazott,igen,7,6,Igen,Udvarhelyszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Nem,7,Nem,Nem,Igen,Igen!,Igen!,Igen!,,
814,nő,15-24,Igen,felsőfokú,4,8,7,7,7,6,6,"a magam módján vallásos vagyok, de nem járok semmilyen templomba",8,5,6,2000 - 2999 RON között,Alkalmazott,,9,6,Igen,Kézdiszék,"Mindig segítek ha kérnek. Nem tudok ""Nem!""-et mondani.",Igen,7,Nem,Nem,Igen,Nem!,Igen!,Igen!,,
815,férfi,35-44,Igen,felsőfokú,4,8,8,7,7,7,7,"valamennyire igen, évente többször járok templomba",9,8,8,2000 - 2999 RON között,Vállalkozó / cégtulajdonos,igen,8,8,Igen,Udvarhelyszék,Természetesen. Én is tagja vagyok egy ilyen szervezetnek.,Igen,9,Nem,Nem,Igen,Igen!,Igen!,Nem!,,
816,nő,35-44,Igen,felsőfokú,2,5,7,8,5,10,8,"valamennyire igen, de nem járok templomba",7,8,8,3000 RON fölött,Alkalmazott,igen,8,8,Igen,Udvarhelyszék,"Ha időm és/vagy anyagi helyzetem engedi, szívesen szoktam segíteni.",Nem,6,Igen,Nem,Igen,Igen!,Igen!,Igen!,,
817,nő,45-54,Igen,középiskola,4,4,1,8,10,6,6,"a magam módján vallásos vagyok, de nem járok semmilyen templomba",4,2,10,1000 - 1999 RON között,Alkalmazott,igen,6,0,Nem,Udvarhelyszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Igen,5,Nem,Nem,Igen,Igen!,Igen!,Igen!,,
818,nő,35-44,Nem,felsőfokú,4,9,9,8,9,9,7,"a magam módján vallásos vagyok, de nem járok semmilyen templomba",8,7,9,1000 - 1999 RON között,Alkalmazott,nem,9,7,Igen,Csíkszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Nem,8,Nem,Nem,Igen,Igen!,Igen!,Igen!,,
819,nő,55-64,Igen,felsőfokú,3,7,9,6,7,7,6,"valamennyire igen, de nem járok templomba",7,7,7,3000 RON fölött,Vállalkozó / cégtulajdonos,nem,8,8,Igen,Udvarhelyszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Igen,7,Nem,Nem,Nem,Igen!,Igen!,Igen!,,
820,férfi,35-44,Nem,felsőfokú,egyedül él,8,8,10,9,9,10,"a magam módján vallásos vagyok, de nem járok semmilyen templomba",8,7,9,1000 - 1999 RON között,Munkanélküli,igen,7,8,Igen,Marosszék,"Pénzzel és önkéntes munkával is szoktam támogatni őket, ha meggyőznek kérésük jogosságáról.",Nem,7,Nem,Igen,Igen,Igen!,Igen!,Nem!,,
821,férfi,25-34,Igen,középiskola,3,7,6,8,9,7,7,nem hiszek semmilyen vallásban vagy teremtőben,7,5,9,1000 - 1999 RON között,Alkalmazott,nem,5,0,Igen,Gyergyószék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Nem,8,Nem,Nem,Nem,Igen!,Igen!,Igen!,,
822,nő,25-34,Igen,felsőfokú,2,7,8,7,6,8,5,"valamennyire igen, évente többször járok templomba",8,8,8,2000 - 2999 RON között,Vállalkozó / cégtulajdonos,igen,8,6,Igen,Sepsiszék,Természetesen. Én is tagja vagyok egy ilyen szervezetnek.,Igen,6,Nem,Nem,Nem,Igen!,Igen!,Nem!,,
823,nő,35-44,Nem,középiskola,4,10,10,9,9,8,7,"valamennyire igen, évente többször járok templomba",8,10,9,1000 - 1999 RON között,Alkalmazott,nem,9,0,Igen,Udvarhelyszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Nem,7,Nem,Nem,Igen,Igen!,Igen!,Nem!,,
824,férfi,15-24,Igen,középiskola,4,9,9,10,9,8,7,"igen, heti rendszerességgel járok templomba",10,6,8,1000 - 1999 RON között,Tanuló / diák,igen,9,8,Igen,Udvarhelyszék,"Ha időm és/vagy anyagi helyzetem engedi, szívesen szoktam segíteni.",Igen,10,Nem,Nem,Igen,Igen!,Igen!,Nem!,,
825,nő,35-44,Igen,középiskola,5 vagy több,7,3,10,6,9,8,"valamennyire igen, évente többször járok templomba",7,3,9,1000 - 1999 RON között,Alkalmazott,igen,9,9,Igen,Csíkszék,Ritkán. Ha rokonom vagy ismerősöm támogatja őket és ő kér fel.,Igen,8,Igen,Nem,Igen,Igen!,Igen!,Igen!,,
826,nő,25-34,Igen,felsőfokú,egyedül él,9,8,10,10,10,9,"igen, heti rendszerességgel járok templomba",10,7,9,1000 - 1999 RON között,Alkalmazott,igen,10,5,Igen,Csíkszék,"Ha időm és/vagy anyagi helyzetem engedi, szívesen szoktam segíteni.",Nem,8,Nem,Nem,Igen,Igen!,Igen!,Igen!,,
827,nő,35-44,Igen,felsőfokú,2,7,5,9,10,8,2,"nem vagyok vallásos, de hiszek valamiféle teremtő erőben",9,0,10,999 RON alatt,Háztartásbeli,igen,9,10,Igen,Kézdiszék,"Ha időm és/vagy anyagi helyzetem engedi, szívesen szoktam segíteni.",Nem,8,Igen,Nem,Nem,Igen!,Igen!,Nem!,,
828,nő,25-34,Igen,felsőfokú,4,9,8,10,10,10,5,"igen, heti rendszerességgel járok templomba",10,8,10,2000 - 2999 RON között,Vállalkozó / cégtulajdonos,igen,9,9,Igen,Csíkszék,"Ha időm és/vagy anyagi helyzetem engedi, szívesen szoktam segíteni.",Nem,9,Nem,Nem,Igen,Igen!,Igen!,Nem!,,
829,nő,25-34,Igen,felsőfokú,4,5,6,7,7,7,5,"valamennyire igen, évente többször járok templomba",5,3,9,999 RON alatt,Alkalmazott,nem,6,7,Igen,Gyergyószék,"Ha időm és/vagy anyagi helyzetem engedi, szívesen szoktam segíteni.",Nem,7,Nem,Nem,Nem,Igen!,Nem!,Nem!,,
830,férfi,55-64,Igen,doktori,2,7,5,7,8,8,6,"valamennyire igen, évente többször járok templomba",8,8,8,2000 - 2999 RON között,Alkalmazott,igen,8,5,Igen,Csíkszék,"Mindig segítek ha kérnek. Nem tudok ""Nem!""-et mondani.",Nem,7,Nem,Nem,Igen,Igen!,Igen!,Igen!,,
831,nő,25-34,Nem,középiskola,4,4,3,9,9,10,4,"nem vagyok vallásos, de hiszek valamiféle teremtő erőben",7,3,5,1000 - 1999 RON között,Alkalmazott,igen,5,6,Igen,Csíkszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Nem,5,Nem,Nem,Nem,Igen!,Igen!,Igen!,,
832,férfi,15-24,Igen,felsőfokú,2,7,4,8,8,9,5,"igen, heti rendszerességgel járok templomba",8,4,8,1000 - 1999 RON között,Alkalmazott,nem,9,9,Igen,Csíkszék,"Ha időm és/vagy anyagi helyzetem engedi, szívesen szoktam segíteni.",Igen,7,Nem,Nem,Igen,Igen!,Igen!,Nem!,,
833,nő,45-54,Igen,középiskola,4,8,6,9,9,10,6,"igen, heti rendszerességgel járok templomba",8,7,10,2000 - 2999 RON között,Alkalmazott,nem,9,10,Igen,Csíkszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Nem,9,Nem,Nem,Igen,Igen!,Igen!,Nem!,,
834,nő,45-54,Igen,középiskola,2,8,9,8,8,8,7,"valamennyire igen, évente többször járok templomba",9,5,9,1000 - 1999 RON között,Alkalmazott,igen,9,7,Igen,Udvarhelyszék,"Mindig segítek ha kérnek. Nem tudok ""Nem!""-et mondani.",Igen,8,Nem,Nem,Igen,Igen!,Nem!,Nem!,,
835,nő,15-24,Nem,középiskola,3,9,8,10,7,9,7,"valamennyire igen, évente többször járok templomba",10,8,10,1000 - 1999 RON között,Tanuló / diák,nem,9,7,Igen,Gyergyószék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Nem,7,Nem,Nem,Igen,Igen!,Igen!,Nem!,,
836,férfi,55-64,Igen,felsőfokú,4,7,6,9,9,10,7,"igen, heti rendszerességgel járok templomba",8,7,10,2000 - 2999 RON között,Egyéb,nem,8,10,Igen,Csíkszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Nem,8,Nem,Nem,Igen,Igen!,Igen!,Igen!,,
837,férfi,25-34,Igen,felsőfokú,2,10,8,10,9,10,8,"valamennyire igen, de nem járok templomba",10,7,10,2000 - 2999 RON között,Egyéb,igen,9,6,Igen,Csíkszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Nem,9,Nem,Nem,Igen,Igen!,Igen!,Nem!,,
838,férfi,25-34,Igen,felsőfokú,4,8,7,10,8,9,8,"valamennyire igen, de nem járok templomba",9,9,10,2000 - 2999 RON között,Alkalmazott,igen,8,7,Igen,Csíkszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Nem,9,Nem,Nem,Igen,Igen!,Igen!,Nem!,,
839,nő,35-44,Igen,felsőfokú,4,7,4,9,7,6,8,"valamennyire igen, de nem járok templomba",7,6,5,1000 - 1999 RON között,Alkalmazott,nem,7,1,Igen,Udvarhelyszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Nem,6,Nem,Nem,Nem,Igen!,Igen!,Igen!,,
840,nő,45-54,Igen,felsőfokú,3,8,9,9,9,9,6,"valamennyire igen, de nem járok templomba",8,8,10,1000 - 1999 RON között,Alkalmazott,igen,7,5,Igen,Kézdiszék,Természetesen. Én is tagja vagyok egy ilyen szervezetnek.,Nem,9,Nem,Nem,Nem,Igen!,Igen!,Nem!,,
841,férfi,15-24,Nem,középiskola,3,6,2,9,8,7,9,"valamennyire igen, évente többször járok templomba",7,2,8,1000 - 1999 RON között,Alkalmazott,igen,5,5,Igen,Csíkszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Nem,3,Nem,Nem,Nem,Igen!,Igen!,Igen!,,
842,nő,25-34,Igen,felsőfokú,4,8,7,8,8,7,7,"valamennyire igen, évente többször járok templomba",8,7,7,999 RON alatt,Alkalmazott,igen,7,7,Igen,Gyergyószék,Természetesen. Én is tagja vagyok egy ilyen szervezetnek.,Igen,7,Nem,Nem,Nem,Igen!,Nem!,Igen!,,
843,férfi,25-34,Igen,középiskola,2,6,7,9,7,4,5,"a magam módján vallásos vagyok, de nem járok semmilyen templomba",5,8,5,2000 - 2999 RON között,Alkalmazott,igen,6,1,Igen,Udvarhelyszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Nem,6,Nem,Nem,Igen,Igen!,Igen!,Igen!,,
844,férfi,25-34,Igen,felsőfokú,3,6,7,5,6,6,6,"igen, heti rendszerességgel járok templomba",7,4,8,2000 - 2999 RON között,Alkalmazott,igen,5,7,Igen,Csíkszék,Természetesen. Én is tagja vagyok egy ilyen szervezetnek.,Igen,5,Nem,Nem,Nem,Igen!,Igen!,Nem!,,
845,nő,35-44,Igen,felsőfokú,2,9,8,9,7,8,8,"valamennyire igen, évente többször járok templomba",10,8,9,1000 - 1999 RON között,Alkalmazott,igen,9,8,Igen,Marosszék,"Ha időm és/vagy anyagi helyzetem engedi, szívesen szoktam segíteni.",Nem,8,Nem,Nem,Igen,Igen!,Igen!,Nem!,,
846,férfi,25-34,Nem,középiskola,5 vagy több,3,8,6,8,5,5,"valamennyire igen, évente többször járok templomba",8,4,8,999 RON alatt,Alkalmazott,igen,8,4,Igen,Csíkszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Igen,4,Nem,Nem,Igen,Igen!,Nem!,Nem!,,
847,nő,45-54,Igen,felsőfokú,4,8,8,8,7,8,9,"valamennyire igen, évente többször járok templomba",9,8,9,2000 - 2999 RON között,Alkalmazott,nem,8,8,Igen,Sepsiszék,"Ha időm és/vagy anyagi helyzetem engedi, szívesen szoktam segíteni.",Igen,8,Nem,Nem,Igen,Igen!,Igen!,Igen!,,
848,férfi,35-44,Nem,felsőfokú,3,7,7,9,10,8,7,"valamennyire igen, évente többször járok templomba",9,5,10,3000 RON fölött,Vállalkozó / cégtulajdonos,nem,10,8,Igen,Sepsiszék,Természetesen. Én is tagja vagyok egy ilyen szervezetnek.,Igen,8,Nem,Nem,Igen,Igen!,Igen!,Nem!,,
849,férfi,55-64,Igen,felsőfokú,2,7,9,8,4,5,7,"valamennyire igen, évente többször járok templomba",7,5,8,3000 RON fölött,Vállalkozó / cégtulajdonos,igen,5,3,Igen,Udvarhelyszék,"Ha időm és/vagy anyagi helyzetem engedi, szívesen szoktam segíteni.",Igen,8,Nem,Nem,Igen,Igen!,Igen!,Nem!,,
850,nő,25-34,Igen,felsőfokú,egyedül él,7,4,10,10,7,7,"valamennyire igen, évente többször járok templomba",10,4,7,2000 - 2999 RON között,Alkalmazott,nem,8,8,Igen,Udvarhelyszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Nem,7,Nem,Nem,Igen,Igen!,Igen!,Igen!,,
851,nő,15-24,Igen,felsőfokú,egyedül él,8,6,8,8,7,7,"igen, heti rendszerességgel járok templomba",8,7,10,1000 - 1999 RON között,Alkalmazott,nem,9,6,Igen,Sepsiszék,"Pénzzel és önkéntes munkával is szoktam támogatni őket, ha meggyőznek kérésük jogosságáról.",Nem,6,Nem,Nem,Igen,Igen!,Igen!,Nem!,,
852,nő,25-34,Nem,felsőfokú,3,8,8,7,8,9,5,"valamennyire igen, évente többször járok templomba",9,7,8,2000 - 2999 RON között,Alkalmazott,nem,9,5,Igen,Sepsiszék,"Pénzzel és önkéntes munkával is szoktam támogatni őket, ha meggyőznek kérésük jogosságáról.",Igen,7,Nem,Nem,Igen,Igen!,Nem!,Nem!,,
853,férfi,45-54,Igen,felsőfokú,egyedül él,3,2,4,3,4,3,"valamennyire igen, évente többször járok templomba",5,3,3,3000 RON fölött,Alkalmazott,nem,1,5,Igen,Csíkszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Igen,2,Nem,Nem,Nem,Igen!,Igen!,Igen!,,
854,férfi,25-34,Igen,felsőfokú,3,7,7,9,5,7,4,"valamennyire igen, évente többször járok templomba",10,6,5,3000 RON fölött,Vállalkozó / cégtulajdonos,igen,8,6,Igen,Udvarhelyszék,"Ha időm és/vagy anyagi helyzetem engedi, szívesen szoktam segíteni.",Nem,6,Igen,Nem,Nem,Igen!,Igen!,Igen!,,
855,férfi,25-34,Igen,felsőfokú,2,7,9,8,5,7,5,"valamennyire igen, de nem járok templomba",8,8,6,3000 RON fölött,Alkalmazott,igen,7,4,Igen,Sepsiszék,"Ha időm és/vagy anyagi helyzetem engedi, szívesen szoktam segíteni.",Nem,7,Nem,Nem,Igen,Igen!,Igen!,Nem!,,
856,férfi,75 fölött,Igen,felsőfokú,egyedül él,5,6,3,6,8,3,"igen, heti rendszerességgel járok templomba",4,5,4,2000 - 2999 RON között,Nyugdíjas,igen,7,7,Igen,Sepsiszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Igen,3,Igen,Nem,Igen,Igen!,Nem!,Nem!,,
857,nő,55-64,Igen,középiskola,egyedül él,5,8,8,9,8,7,"igen, heti rendszerességgel járok templomba",8,7,10,1000 - 1999 RON között,Vállalkozó / cégtulajdonos,nem,4,3,Igen,Gyergyószék,"Mindig segítek ha kérnek. Nem tudok ""Nem!""-et mondani.",Igen,8,Nem,Nem,Igen,Igen!,Nem!,Igen!,,
858,nő,45-54,Igen,felsőfokú,3,8,8,8,7,8,8,"valamennyire igen, évente többször járok templomba",8,8,9,1000 - 1999 RON között,Alkalmazott,igen,8,7,Igen,Csíkszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Igen,7,Nem,Nem,Igen,Igen!,Igen!,Nem!,,
859,nő,45-54,Igen,felsőfokú,2,8,8,9,10,7,8,"a magam módján vallásos vagyok, de nem járok semmilyen templomba",9,8,10,2000 - 2999 RON között,Vállalkozó / cégtulajdonos,igen,8,8,Igen,Udvarhelyszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Nem,8,Nem,Nem,Nem,Igen!,Igen!,Igen!,,
860,nő,35-44,Igen,felsőfokú,4,9,7,10,9,8,8,nem hiszek semmilyen vallásban vagy teremtőben,9,8,10,1000 - 1999 RON között,Alkalmazott,igen,8,7,Igen,Csíkszék,"Ha időm és/vagy anyagi helyzetem engedi, szívesen szoktam segíteni.",Igen,8,Nem,Nem,Igen,Igen!,Igen!,Nem!,,
861,nő,25-34,Igen,felsőfokú,2,8,9,10,9,7,9,"valamennyire igen, de nem járok templomba",9,8,9,2000 - 2999 RON között,Alkalmazott,igen,6,7,Igen,Udvarhelyszék,Ritkán. Ha rokonom vagy ismerősöm támogatja őket és ő kér fel.,Igen,9,Nem,Nem,Igen,Igen!,Igen!,Nem!,,
862,férfi,25-34,Igen,középiskola,3,5,3,10,10,3,8,"nem vagyok vallásos, de hiszek valamiféle teremtő erőben",4,3,10,999 RON alatt,Munkanélküli,nem,3,8,Igen,Udvarhelyszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Nem,8,Nem,Nem,Nem,Igen!,Igen!,Igen!,,
863,férfi,25-34,Igen,középiskola,3,7,6,5,7,6,3,"igen, heti rendszerességgel járok templomba",8,7,8,1000 - 1999 RON között,Alkalmazott,igen,5,7,Igen,Udvarhelyszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Igen,6,Igen,Nem,Igen,Igen!,Igen!,Igen!,,
864,férfi,65-74,Igen,felsőfokú,2,5,7,7,7,7,7,"valamennyire igen, évente többször járok templomba",6,4,8,1000 - 1999 RON között,Nyugdíjas,igen,7,7,Igen,Gyergyószék,"Ha időm és/vagy anyagi helyzetem engedi, szívesen szoktam segíteni.",Igen,3,Nem,Nem,Igen,Igen!,Igen!,Igen!,,
865,nő,25-34,Igen,felsőfokú,2,8,3,7,8,6,9,nem hiszek semmilyen vallásban vagy teremtőben,8,5,9,1000 - 1999 RON között,Alkalmazott,nem,7,0,Igen,Csíkszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Nem,9,Igen,Nem,Igen,Igen!,Igen!,Igen!,,
866,nő,15-24,Nem,felsőfokú,4,7,2,5,6,7,6,"valamennyire igen, évente többször járok templomba",10,2,4,999 RON alatt,Tanuló / diák,nem,8,1,Igen,Udvarhelyszék,Ritkán. Ha rokonom vagy ismerősöm támogatja őket és ő kér fel.,Nem,6,Igen,Nem,Igen,Igen!,Igen!,Igen!,,
867,nő,35-44,Igen,felsőfokú,4,5,5,8,3,4,1,"nem vagyok vallásos, de hiszek valamiféle teremtő erőben",8,6,5,2000 - 2999 RON között,Vállalkozó / cégtulajdonos,igen,7,6,Igen,Gyergyószék,"Ha időm és/vagy anyagi helyzetem engedi, szívesen szoktam segíteni.",Nem,6,Nem,Nem,Igen,Igen!,Igen!,Nem!,,
868,nő,45-54,Igen,középiskola,4,9,6,10,8,9,8,"igen, heti rendszerességgel járok templomba",9,5,10,999 RON alatt,Alkalmazott,igen,8,7,Igen,Udvarhelyszék,"Ha időm és/vagy anyagi helyzetem engedi, szívesen szoktam segíteni.",Nem,9,Nem,Nem,Nem,Igen!,Nem!,Nem!,,
869,férfi,25-34,Nem,felsőfokú,4,5,6,5,7,5,3,"valamennyire igen, évente többször járok templomba",10,2,9,999 RON alatt,Egyéb,nem,5,8,Igen,Udvarhelyszék,Természetesen. Én is tagja vagyok egy ilyen szervezetnek.,Igen,6,Igen,Nem,Nem,Igen!,Igen!,Nem!,,
870,nő,25-34,Nem,felsőfokú,3,8,5,10,9,8,7,"valamennyire igen, évente többször járok templomba",9,5,10,1000 - 1999 RON között,Alkalmazott,igen,8,6,Igen,Csíkszék,"Ha időm és/vagy anyagi helyzetem engedi, szívesen szoktam segíteni.",Igen,7,Nem,Nem,Igen,Igen!,Igen!,Igen!,,
871,férfi,25-34,Igen,felsőfokú,3,8,8,7,8,8,6,nem hiszek semmilyen vallásban vagy teremtőben,9,7,8,2000 - 2999 RON között,Alkalmazott,igen,8,4,Igen,Csíkszék,Soha. Nem hatódom meg az ilyen kérésektől.,Nem,8,Igen,Nem,Igen,Igen!,Nem!,Nem!,,
872,nő,25-34,Nem,felsőfokú,2,8,9,9,9,8,9,"valamennyire igen, de nem járok templomba",8,9,9,3000 RON fölött,Alkalmazott,igen,9,6,Igen,Csíkszék,"Ha időm és/vagy anyagi helyzetem engedi, szívesen szoktam segíteni.",Igen,9,Nem,Nem,Igen,Igen!,Igen!,Igen!,,
873,férfi,25-34,Nem,felsőfokú,5 vagy több,7,4,7,6,8,4,nem hiszek semmilyen vallásban vagy teremtőben,8,8,5,1000 - 1999 RON között,Vállalkozó / cégtulajdonos,igen,9,1,Igen,Csíkszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Nem,6,Nem,Nem,Nem,Igen!,Igen!,Igen!,,
874,férfi,35-44,Igen,középiskola,5 vagy több,7,7,9,7,9,8,"igen, heti rendszerességgel járok templomba",8,6,8,999 RON alatt,Alkalmazott,igen,9,9,Igen,Csíkszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Igen,9,Nem,Nem,Igen,Igen!,Nem!,Nem!,,
875,nő,25-34,Igen,felsőfokú,3,6,1,7,9,4,2,"igen, heti rendszerességgel járok templomba",8,3,7,1000 - 1999 RON között,Háztartásbeli,igen,8,9,Igen,Udvarhelyszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Igen,7,Nem,Nem,Nem,Igen!,Igen!,Igen!,,
876,nő,65-74,Igen,felsőfokú,2,7,5,9,9,9,5,"igen, heti rendszerességgel járok templomba",7,5,8,2000 - 2999 RON között,Nyugdíjas,igen,9,8,Igen,Csíkszék,"Ha időm és/vagy anyagi helyzetem engedi, szívesen szoktam segíteni.",Igen,8,Nem,Nem,Nem,Igen!,Nem!,Nem!,,
877,férfi,55-64,Nem,középiskola,egyedül él,7,8,7,7,8,8,"a magam módján vallásos vagyok, de nem járok semmilyen templomba",7,7,7,999 RON alatt,Nyugdíjas,nem,7,7,Nem,Bardóc-Miklósvárszék,Soha. Nem hatódom meg az ilyen kérésektől.,Nem,7,Nem,Nem,Igen,Igen!,Igen!,Igen!,,
878,nő,25-34,Igen,felsőfokú,4,5,1,8,4,6,2,"igen, heti rendszerességgel járok templomba",9,6,6,999 RON alatt,Háztartásbeli,igen,7,7,Igen,Gyergyószék,"Pénzzel és önkéntes munkával is szoktam támogatni őket, ha meggyőznek kérésük jogosságáról.",Igen,5,Nem,Nem,Nem,Igen!,Igen!,Igen!,,
879,férfi,35-44,Igen,felsőfokú,3,8,9,9,8,8,7,"valamennyire igen, évente többször járok templomba",9,7,7,1000 - 1999 RON között,Alkalmazott,igen,7,8,Igen,Csíkszék,"Pénzzel és önkéntes munkával is szoktam támogatni őket, ha meggyőznek kérésük jogosságáról.",Igen,9,Nem,Nem,Igen,Igen!,Nem!,Nem!,,
880,nő,25-34,Nem,felsőfokú,5 vagy több,3,5,9,7,6,5,"igen, heti rendszerességgel járok templomba",5,2,9,999 RON alatt,Tanuló / diák,nem,7,3,Igen,Csíkszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Nem,6,Nem,Nem,Igen,Igen!,Nem!,Igen!,,
881,nő,25-34,Nem,középiskola,4,5,3,7,7,6,4,"valamennyire igen, évente többször járok templomba",7,2,8,999 RON alatt,Alkalmazott,nem,6,0,Igen,Csíkszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Nem,7,Nem,Nem,Nem,Igen!,Igen!,Igen!,,
