
Clasificarea internationala a maladiilor - Revizia a X a 1994, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar persoane, Valoare
din care:  Boli cerebro-vasculare, Regiunea BUCURESTI - ILFOV, Anul 2004, Numar persoane, 5132
din care:  Boli cerebro-vasculare, Regiunea BUCURESTI - ILFOV, Anul 2005, Numar persoane, 5695
din care:  Boli cerebro-vasculare, Regiunea BUCURESTI - ILFOV, Anul 2006, Numar persoane, 5365
din care:  Boli cerebro-vasculare, Regiunea BUCURESTI - ILFOV, Anul 2007, Numar persoane, 5191
din care:  Boli cerebro-vasculare, Regiunea BUCURESTI - ILFOV, Anul 2008, Numar persoane, 4701
din care:  Boli cerebro-vasculare, Regiunea BUCURESTI - ILFOV, Anul 2009, Numar persoane, 4609
din care:  Boli cerebro-vasculare, Regiunea BUCURESTI - ILFOV, Anul 2010, Numar persoane, 4516
din care:  Boli cerebro-vasculare, Regiunea BUCURESTI - ILFOV, Anul 2011, Numar persoane, 4768
din care:  Boli cerebro-vasculare, Regiunea BUCURESTI - ILFOV, Anul 2012, Numar persoane, 5017
din care:  Boli cerebro-vasculare, Regiunea BUCURESTI - ILFOV, Anul 2013, Numar persoane, 4703
din care:  Boli cerebro-vasculare, Regiunea SUD-VEST OLTENIA, Anul 1990, Numar persoane, 5081
din care:  Boli cerebro-vasculare, Regiunea SUD-VEST OLTENIA, Anul 1991, Numar persoane, 5283
din care:  Boli cerebro-vasculare, Regiunea SUD-VEST OLTENIA, Anul 1992, Numar persoane, 5633
din care:  Boli cerebro-vasculare, Regiunea SUD-VEST OLTENIA, Anul 1993, Numar persoane, 7408
din care:  Boli cerebro-vasculare, Regiunea SUD-VEST OLTENIA, Anul 1994, Numar persoane, 7304
din care:  Boli cerebro-vasculare, Regiunea SUD-VEST OLTENIA, Anul 1995, Numar persoane, 7625
din care:  Boli cerebro-vasculare, Regiunea SUD-VEST OLTENIA, Anul 1996, Numar persoane, 8126
din care:  Boli cerebro-vasculare, Regiunea SUD-VEST OLTENIA, Anul 1997, Numar persoane, 8126
din care:  Boli cerebro-vasculare, Regiunea SUD-VEST OLTENIA, Anul 1998, Numar persoane, 8237
din care:  Boli cerebro-vasculare, Regiunea SUD-VEST OLTENIA, Anul 1999, Numar persoane, 8018
din care:  Boli cerebro-vasculare, Regiunea SUD-VEST OLTENIA, Anul 2000, Numar persoane, 7852
din care:  Boli cerebro-vasculare, Regiunea SUD-VEST OLTENIA, Anul 2001, Numar persoane, 8174
din care:  Boli cerebro-vasculare, Regiunea SUD-VEST OLTENIA, Anul 2002, Numar persoane, 9042
din care:  Boli cerebro-vasculare, Regiunea SUD-VEST OLTENIA, Anul 2003, Numar persoane, 8918
din care:  Boli cerebro-vasculare, Regiunea SUD-VEST OLTENIA, Anul 2004, Numar persoane, 8508
din care:  Boli cerebro-vasculare, Regiunea SUD-VEST OLTENIA, Anul 2005, Numar persoane, 8736
din care:  Boli cerebro-vasculare, Regiunea SUD-VEST OLTENIA, Anul 2006, Numar persoane, 8582
din care:  Boli cerebro-vasculare, Regiunea SUD-VEST OLTENIA, Anul 2007, Numar persoane, 8169
din care:  Boli cerebro-vasculare, Regiunea SUD-VEST OLTENIA, Anul 2008, Numar persoane, 8180
din care:  Boli cerebro-vasculare, Regiunea SUD-VEST OLTENIA, Anul 2009, Numar persoane, 8432
din care:  Boli cerebro-vasculare, Regiunea SUD-VEST OLTENIA, Anul 2010, Numar persoane, 8287
din care:  Boli cerebro-vasculare, Regiunea SUD-VEST OLTENIA, Anul 2011, Numar persoane, 8037
din care:  Boli cerebro-vasculare, Regiunea SUD-VEST OLTENIA, Anul 2012, Numar persoane, 7906
din care:  Boli cerebro-vasculare, Regiunea SUD-VEST OLTENIA, Anul 2013, Numar persoane, 7752
din care:  Boli cerebro-vasculare, Regiunea VEST, Anul 1990, Numar persoane, 4510
din care:  Boli cerebro-vasculare, Regiunea VEST, Anul 1991, Numar persoane, 4701
din care:  Boli cerebro-vasculare, Regiunea VEST, Anul 1992, Numar persoane, 4565
din care:  Boli cerebro-vasculare, Regiunea VEST, Anul 1993, Numar persoane, 5596
din care:  Boli cerebro-vasculare, Regiunea VEST, Anul 1994, Numar persoane, 5355
din care:  Boli cerebro-vasculare, Regiunea VEST, Anul 1995, Numar persoane, 5526
din care:  Boli cerebro-vasculare, Regiunea VEST, Anul 1996, Numar persoane, 5649
din care:  Boli cerebro-vasculare, Regiunea VEST, Anul 1997, Numar persoane, 5439
din care:  Boli cerebro-vasculare, Regiunea VEST, Anul 1998, Numar persoane, 5301
din care:  Boli cerebro-vasculare, Regiunea VEST, Anul 1999, Numar persoane, 5390
din care:  Boli cerebro-vasculare, Regiunea VEST, Anul 2000, Numar persoane, 5187
din care:  Boli cerebro-vasculare, Regiunea VEST, Anul 2001, Numar persoane, 5169
din care:  Boli cerebro-vasculare, Regiunea VEST, Anul 2002, Numar persoane, 5390
din care:  Boli cerebro-vasculare, Regiunea VEST, Anul 2003, Numar persoane, 5449
din care:  Boli cerebro-vasculare, Regiunea VEST, Anul 2004, Numar persoane, 5441
din care:  Boli cerebro-vasculare, Regiunea VEST, Anul 2005, Numar persoane, 5608
din care:  Boli cerebro-vasculare, Regiunea VEST, Anul 2006, Numar persoane, 5536
din care:  Boli cerebro-vasculare, Regiunea VEST, Anul 2007, Numar persoane, 4924
din care:  Boli cerebro-vasculare, Regiunea VEST, Anul 2008, Numar persoane, 4614
din care:  Boli cerebro-vasculare, Regiunea VEST, Anul 2009, Numar persoane, 4897
din care:  Boli cerebro-vasculare, Regiunea VEST, Anul 2010, Numar persoane, 4643
din care:  Boli cerebro-vasculare, Regiunea VEST, Anul 2011, Numar persoane, 4401
din care:  Boli cerebro-vasculare, Regiunea VEST, Anul 2012, Numar persoane, 4005
din care:  Boli cerebro-vasculare, Regiunea VEST, Anul 2013, Numar persoane, 3939
Boli ale aparatului respirator, TOTAL, Anul 1990, Numar persoane, 22588
Boli ale aparatului respirator, TOTAL, Anul 1991, Numar persoane, 21166
Boli ale aparatului respirator, TOTAL, Anul 1992, Numar persoane, 21420
Boli ale aparatului respirator, TOTAL, Anul 1993, Numar persoane, 18145
Boli ale aparatului respirator, TOTAL, Anul 1994, Numar persoane, 18330
Boli ale aparatului respirator, TOTAL, Anul 1995, Numar persoane, 17185
Boli ale aparatului respirator, TOTAL, Anul 1996, Numar persoane, 19489
Boli ale aparatului respirator, TOTAL, Anul 1997, Numar persoane, 17492
Boli ale aparatului respirator, TOTAL, Anul 1998, Numar persoane, 15939
Boli ale aparatului respirator, TOTAL, Anul 1999, Numar persoane, 16716
Boli ale aparatului respirator, TOTAL, Anul 2000, Numar persoane, 14824
Boli ale aparatului respirator, TOTAL, Anul 2001, Numar persoane, 14088
Boli ale aparatului respirator, TOTAL, Anul 2002, Numar persoane, 15325
Boli ale aparatului respirator, TOTAL, Anul 2003, Numar persoane, 14058
Boli ale aparatului respirator, TOTAL, Anul 2004, Numar persoane, 13678
Boli ale aparatului respirator, TOTAL, Anul 2005, Numar persoane, 13351
Boli ale aparatului respirator, TOTAL, Anul 2006, Numar persoane, 12673
Boli ale aparatului respirator, TOTAL, Anul 2007, Numar persoane, 12657
Boli ale aparatului respirator, TOTAL, Anul 2008, Numar persoane, 12310
Boli ale aparatului respirator, TOTAL, Anul 2009, Numar persoane, 12892
Boli ale aparatului respirator, TOTAL, Anul 2010, Numar persoane, 12733
Boli ale aparatului respirator, TOTAL, Anul 2011, Numar persoane, 12460
Boli ale aparatului respirator, TOTAL, Anul 2012, Numar persoane, 13253
Boli ale aparatului respirator, TOTAL, Anul 2013, Numar persoane, 12690
Boli ale aparatului respirator, Regiunea NORD-VEST, Anul 1990, Numar persoane, 2516
Boli ale aparatului respirator, Regiunea NORD-VEST, Anul 1991, Numar persoane, 2387
Boli ale aparatului respirator, Regiunea NORD-VEST, Anul 1992, Numar persoane, 2511
Boli ale aparatului respirator, Regiunea NORD-VEST, Anul 1993, Numar persoane, 1921
Boli ale aparatului respirator, Regiunea NORD-VEST, Anul 1994, Numar persoane, 1935
Boli ale aparatului respirator, Regiunea NORD-VEST, Anul 1995, Numar persoane, 1756
Boli ale aparatului respirator, Regiunea NORD-VEST, Anul 1996, Numar persoane, 1979
Boli ale aparatului respirator, Regiunea NORD-VEST, Anul 1997, Numar persoane, 1734
Boli ale aparatului respirator, Regiunea NORD-VEST, Anul 1998, Numar persoane, 1551
Boli ale aparatului respirator, Regiunea NORD-VEST, Anul 1999, Numar persoane, 1697
Boli ale aparatului respirator, Regiunea NORD-VEST, Anul 2000, Numar persoane, 1568
Boli ale aparatului respirator, Regiunea NORD-VEST, Anul 2001, Numar persoane, 1585
Boli ale aparatului respirator, Regiunea NORD-VEST, Anul 2002, Numar persoane, 1780
Boli ale aparatului respirator, Regiunea NORD-VEST, Anul 2003, Numar persoane, 1564
Boli ale aparatului respirator, Regiunea NORD-VEST, Anul 2004, Numar persoane, 1605
Boli ale aparatului respirator, Regiunea NORD-VEST, Anul 2005, Numar persoane, 1487
Boli ale aparatului respirator, Regiunea NORD-VEST, Anul 2006, Numar persoane, 1382
Boli ale aparatului respirator, Regiunea NORD-VEST, Anul 2007, Numar persoane, 1312
Boli ale aparatului respirator, Regiunea NORD-VEST, Anul 2008, Numar persoane, 1274
Boli ale aparatului respirator, Regiunea NORD-VEST, Anul 2009, Numar persoane, 1371
Boli ale aparatului respirator, Regiunea NORD-VEST, Anul 2010, Numar persoane, 1314
Boli ale aparatului respirator, Regiunea NORD-VEST, Anul 2011, Numar persoane, 1274
Boli ale aparatului respirator, Regiunea NORD-VEST, Anul 2012, Numar persoane, 1399
Boli ale aparatului respirator, Regiunea NORD-VEST, Anul 2013, Numar persoane, 1446
Boli ale aparatului respirator, Regiunea CENTRU, Anul 1990, Numar persoane, 1790
Boli ale aparatului respirator, Regiunea CENTRU, Anul 1991, Numar persoane, 1550
Boli ale aparatului respirator, Regiunea CENTRU, Anul 1992, Numar persoane, 1610
Boli ale aparatului respirator, Regiunea CENTRU, Anul 1993, Numar persoane, 1433
Boli ale aparatului respirator, Regiunea CENTRU, Anul 1994, Numar persoane, 1491
Boli ale aparatului respirator, Regiunea CENTRU, Anul 1995, Numar persoane, 1506
Boli ale aparatului respirator, Regiunea CENTRU, Anul 1996, Numar persoane, 1704
Boli ale aparatului respirator, Regiunea CENTRU, Anul 1997, Numar persoane, 1575
Boli ale aparatului respirator, Regiunea CENTRU, Anul 1998, Numar persoane, 1454
Boli ale aparatului respirator, Regiunea CENTRU, Anul 1999, Numar persoane, 1564
Boli ale aparatului respirator, Regiunea CENTRU, Anul 2000, Numar persoane, 1246
Boli ale aparatului respirator, Regiunea CENTRU, Anul 2001, Numar persoane, 1328
Boli ale aparatului respirator, Regiunea CENTRU, Anul 2002, Numar persoane, 1432
Boli ale aparatului respirator, Regiunea CENTRU, Anul 2003, Numar persoane, 1343
Boli ale aparatului respirator, Regiunea CENTRU, Anul 2004, Numar persoane, 1566
Boli ale aparatului respirator, Regiunea CENTRU, Anul 2005, Numar persoane, 1467
Boli ale aparatului respirator, Regiunea CENTRU, Anul 2006, Numar persoane, 1487
Boli ale aparatului respirator, Regiunea CENTRU, Anul 2007, Numar persoane, 1451
Boli ale aparatului respirator, Regiunea CENTRU, Anul 2008, Numar persoane, 1486
Boli ale aparatului respirator, Regiunea CENTRU, Anul 2009, Numar persoane, 1603
Boli ale aparatului respirator, Regiunea CENTRU, Anul 2010, Numar persoane, 1508
Boli ale aparatului respirator, Regiunea CENTRU, Anul 2011, Numar persoane, 1337
Boli ale aparatului respirator, Regiunea CENTRU, Anul 2012, Numar persoane, 1540
Boli ale aparatului respirator, Regiunea CENTRU, Anul 2013, Numar persoane, 1463
Boli ale aparatului respirator, Regiunea NORD-EST, Anul 1990, Numar persoane, 4213
Boli ale aparatului respirator, Regiunea NORD-EST, Anul 1991, Numar persoane, 4186
Boli ale aparatului respirator, Regiunea NORD-EST, Anul 1992, Numar persoane, 4096
Boli ale aparatului respirator, Regiunea NORD-EST, Anul 1993, Numar persoane, 3791
Boli ale aparatului respirator, Regiunea NORD-EST, Anul 1994, Numar persoane, 4105
Boli ale aparatului respirator, Regiunea NORD-EST, Anul 1995, Numar persoane, 3777
Boli ale aparatului respirator, Regiunea NORD-EST, Anul 1996, Numar persoane, 4475
Boli ale aparatului respirator, Regiunea NORD-EST, Anul 1997, Numar persoane, 3854
Boli ale aparatului respirator, Regiunea NORD-EST, Anul 1998, Numar persoane, 3440
Boli ale aparatului respirator, Regiunea NORD-EST, Anul 1999, Numar persoane, 3598
Boli ale aparatului respirator, Regiunea NORD-EST, Anul 2000, Numar persoane, 3339
Boli ale aparatului respirator, Regiunea NORD-EST, Anul 2001, Numar persoane, 2858
Boli ale aparatului respirator, Regiunea NORD-EST, Anul 2002, Numar persoane, 3153
Boli ale aparatului respirator, Regiunea NORD-EST, Anul 2003, Numar persoane, 3009
Boli ale aparatului respirator, Regiunea NORD-EST, Anul 2004, Numar persoane, 2763
Boli ale aparatului respirator, Regiunea NORD-EST, Anul 2005, Numar persoane, 2545
Boli ale aparatului respirator, Regiunea NORD-EST, Anul 2006, Numar persoane, 2416
Boli ale aparatului respirator, Regiunea NORD-EST, Anul 2007, Numar persoane, 2477
Boli ale aparatului respirator, Regiunea NORD-EST, Anul 2008, Numar persoane, 2337
Boli ale aparatului respirator, Regiunea NORD-EST, Anul 2009, Numar persoane, 2520
Boli ale aparatului respirator, Regiunea NORD-EST, Anul 2010, Numar persoane, 2616
Boli ale aparatului respirator, Regiunea NORD-EST, Anul 2011, Numar persoane, 2455
Boli ale aparatului respirator, Regiunea NORD-EST, Anul 2012, Numar persoane, 2594
Boli ale aparatului respirator, Regiunea NORD-EST, Anul 2013, Numar persoane, 2357
Boli ale aparatului respirator, Regiunea SUD-EST, Anul 1990, Numar persoane, 2767
Boli ale aparatului respirator, Regiunea SUD-EST, Anul 1991, Numar persoane, 2598
Boli ale aparatului respirator, Regiunea SUD-EST, Anul 1992, Numar persoane, 2573
Boli ale aparatului respirator, Regiunea SUD-EST, Anul 1993, Numar persoane, 2145
Boli ale aparatului respirator, Regiunea SUD-EST, Anul 1994, Numar persoane, 2255
Boli ale aparatului respirator, Regiunea SUD-EST, Anul 1995, Numar persoane, 2040
Boli ale aparatului respirator, Regiunea SUD-EST, Anul 1996, Numar persoane, 2426
Boli ale aparatului respirator, Regiunea SUD-EST, Anul 1997, Numar persoane, 2323
Boli ale aparatului respirator, Regiunea SUD-EST, Anul 1998, Numar persoane, 2136
Boli ale aparatului respirator, Regiunea SUD-EST, Anul 1999, Numar persoane, 2202
Boli ale aparatului respirator, Regiunea SUD-EST, Anul 2000, Numar persoane, 1962
Boli ale aparatului respirator, Regiunea SUD-EST, Anul 2001, Numar persoane, 1945
Boli ale aparatului respirator, Regiunea SUD-EST, Anul 2002, Numar persoane, 2108
Boli ale aparatului respirator, Regiunea SUD-EST, Anul 2003, Numar persoane, 1982
Boli ale aparatului respirator, Regiunea SUD-EST, Anul 2004, Numar persoane, 1865
Boli ale aparatului respirator, Regiunea SUD-EST, Anul 2005, Numar persoane, 1789
Boli ale aparatului respirator, Regiunea SUD-EST, Anul 2006, Numar persoane, 1790
Boli ale aparatului respirator, Regiunea SUD-EST, Anul 2007, Numar persoane, 1851
Boli ale aparatului respirator, Regiunea SUD-EST, Anul 2008, Numar persoane, 1711
Boli ale aparatului respirator, Regiunea SUD-EST, Anul 2009, Numar persoane, 1817
Boli ale aparatului respirator, Regiunea SUD-EST, Anul 2010, Numar persoane, 1726
Boli ale aparatului respirator, Regiunea SUD-EST, Anul 2011, Numar persoane, 1749
Boli ale aparatului respirator, Regiunea SUD-EST, Anul 2012, Numar persoane, 1793
Boli ale aparatului respirator, Regiunea SUD-EST, Anul 2013, Numar persoane, 1839
Boli ale aparatului respirator, Regiunea SUD-MUNTENIA, Anul 1990, Numar persoane, 4503
Boli ale aparatului respirator, Regiunea SUD-MUNTENIA, Anul 1991, Numar persoane, 4314
Boli ale aparatului respirator, Regiunea SUD-MUNTENIA, Anul 1992, Numar persoane, 4300
Boli ale aparatului respirator, Regiunea SUD-MUNTENIA, Anul 1993, Numar persoane, 3559
Boli ale aparatului respirator, Regiunea SUD-MUNTENIA, Anul 1994, Numar persoane, 3530
Boli ale aparatului respirator, Regiunea SUD-MUNTENIA, Anul 1995, Numar persoane, 3188
Boli ale aparatului respirator, Regiunea SUD-MUNTENIA, Anul 1996, Numar persoane, 3567
Boli ale aparatului respirator, Regiunea SUD-MUNTENIA, Anul 1997, Numar persoane, 3199
Boli ale aparatului respirator, Regiunea SUD-MUNTENIA, Anul 1998, Numar persoane, 3090
Boli ale aparatului respirator, Regiunea SUD-MUNTENIA, Anul 1999, Numar persoane, 3125
Boli ale aparatului respirator, Regiunea SUD-MUNTENIA, Anul 2000, Numar persoane, 2621
Boli ale aparatului respirator, Regiunea SUD-MUNTENIA, Anul 2001, Numar persoane, 2609
Boli ale aparatului respirator, Regiunea SUD-MUNTENIA, Anul 2002, Numar persoane, 2847
Boli ale aparatului respirator, Regiunea SUD-MUNTENIA, Anul 2003, Numar persoane, 2589
Boli ale aparatului respirator, Regiunea SUD-MUNTENIA, Anul 2004, Numar persoane, 2332
Boli ale aparatului respirator, Regiunea SUD-MUNTENIA, Anul 2005, Numar persoane, 2261
Boli ale aparatului respirator, Regiunea SUD-MUNTENIA, Anul 2006, Numar persoane, 2062
Boli ale aparatului respirator, Regiunea SUD-MUNTENIA, Anul 2007, Numar persoane, 1932
Boli ale aparatului respirator, Regiunea SUD-MUNTENIA, Anul 2008, Numar persoane, 1936
Boli ale aparatului respirator, Regiunea SUD-MUNTENIA, Anul 2009, Numar persoane, 2061
Boli ale aparatului respirator, Regiunea SUD-MUNTENIA, Anul 2010, Numar persoane, 1901
Boli ale aparatului respirator, Regiunea SUD-MUNTENIA, Anul 2011, Numar persoane, 1954
Boli ale aparatului respirator, Regiunea SUD-MUNTENIA, Anul 2012, Numar persoane, 1988
Boli ale aparatului respirator, Regiunea SUD-MUNTENIA, Anul 2013, Numar persoane, 2010
Boli ale aparatului respirator, Regiunea BUCURESTI - ILFOV, Anul 1990, Numar persoane, 1898
Boli ale aparatului respirator, Regiunea BUCURESTI - ILFOV, Anul 1991, Numar persoane, 1618
Boli ale aparatului respirator, Regiunea BUCURESTI - ILFOV, Anul 1992, Numar persoane, 1743
Boli ale aparatului respirator, Regiunea BUCURESTI - ILFOV, Anul 1993, Numar persoane, 1620
Boli ale aparatului respirator, Regiunea BUCURESTI - ILFOV, Anul 1994, Numar persoane, 1565
Boli ale aparatului respirator, Regiunea BUCURESTI - ILFOV, Anul 1995, Numar persoane, 1526
Boli ale aparatului respirator, Regiunea BUCURESTI - ILFOV, Anul 1996, Numar persoane, 1593
Boli ale aparatului respirator, Regiunea BUCURESTI - ILFOV, Anul 1997, Numar persoane, 1436
Boli ale aparatului respirator, Regiunea BUCURESTI - ILFOV, Anul 1998, Numar persoane, 1240
Boli ale aparatului respirator, Regiunea BUCURESTI - ILFOV, Anul 1999, Numar persoane, 1341
Boli ale aparatului respirator, Regiunea BUCURESTI - ILFOV, Anul 2000, Numar persoane, 1349
Boli ale aparatului respirator, Regiunea BUCURESTI - ILFOV, Anul 2001, Numar persoane, 1310
Boli ale aparatului respirator, Regiunea BUCURESTI - ILFOV, Anul 2002, Numar persoane, 1317
Boli ale aparatului respirator, Regiunea BUCURESTI - ILFOV, Anul 2003, Numar persoane, 1142
Boli ale aparatului respirator, Regiunea BUCURESTI - ILFOV, Anul 2004, Numar persoane, 1052
Boli ale aparatului respirator, Regiunea BUCURESTI - ILFOV, Anul 2005, Numar persoane, 1118
Boli ale aparatului respirator, Regiunea BUCURESTI - ILFOV, Anul 2006, Numar persoane, 946
Boli ale aparatului respirator, Regiunea BUCURESTI - ILFOV, Anul 2007, Numar persoane, 1032
Boli ale aparatului respirator, Regiunea BUCURESTI - ILFOV, Anul 2008, Numar persoane, 1000
Boli ale aparatului respirator, Regiunea BUCURESTI - ILFOV, Anul 2009, Numar persoane, 1021
Boli ale aparatului respirator, Regiunea BUCURESTI - ILFOV, Anul 2010, Numar persoane, 1049
Boli ale aparatului respirator, Regiunea BUCURESTI - ILFOV, Anul 2011, Numar persoane, 987
Boli ale aparatului respirator, Regiunea BUCURESTI - ILFOV, Anul 2012, Numar persoane, 1147
Boli ale aparatului respirator, Regiunea BUCURESTI - ILFOV, Anul 2013, Numar persoane, 1130
Boli ale aparatului respirator, Regiunea SUD-VEST OLTENIA, Anul 1990, Numar persoane, 2900
Boli ale aparatului respirator, Regiunea SUD-VEST OLTENIA, Anul 1991, Numar persoane, 2757
Boli ale aparatului respirator, Regiunea SUD-VEST OLTENIA, Anul 1992, Numar persoane, 2824
