
Sexe, Grupe de varsta , Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar persoane, Valoare
Masculin, 75-79 ani, Harghita, Anul 2004, Numar persoane, 285
Masculin, 75-79 ani, Harghita, Anul 2005, Numar persoane, 317
Masculin, 75-79 ani, Harghita, Anul 2006, Numar persoane, 308
Masculin, 75-79 ani, Harghita, Anul 2007, Numar persoane, 300
Masculin, 75-79 ani, Harghita, Anul 2008, Numar persoane, 271
Masculin, 75-79 ani, Harghita, Anul 2009, Numar persoane, 292
Masculin, 75-79 ani, Harghita, Anul 2010, Numar persoane, 287
Masculin, 75-79 ani, Harghita, Anul 2011, Numar persoane, 269
Masculin, 75-79 ani, Harghita, Anul 2012, Numar persoane, 271
Masculin, 75-79 ani, Mures, Anul 1999, Numar persoane, 570
Masculin, 75-79 ani, Mures, Anul 2000, Numar persoane, 589
Masculin, 75-79 ani, Mures, Anul 2001, Numar persoane, 537
Masculin, 75-79 ani, Mures, Anul 2002, Numar persoane, 644
Masculin, 75-79 ani, Mures, Anul 2003, Numar persoane, 602
Masculin, 75-79 ani, Mures, Anul 2004, Numar persoane, 636
Masculin, 75-79 ani, Mures, Anul 2005, Numar persoane, 588
Masculin, 75-79 ani, Mures, Anul 2006, Numar persoane, 643
Masculin, 75-79 ani, Mures, Anul 2007, Numar persoane, 600
Masculin, 75-79 ani, Mures, Anul 2008, Numar persoane, 611
Masculin, 75-79 ani, Mures, Anul 2009, Numar persoane, 557
Masculin, 75-79 ani, Mures, Anul 2010, Numar persoane, 592
Masculin, 75-79 ani, Mures, Anul 2011, Numar persoane, 545
Masculin, 75-79 ani, Mures, Anul 2012, Numar persoane, 515
Masculin, 80-84 ani, TOTAL, Anul 1999, Numar persoane, 10196
Masculin, 80-84 ani, TOTAL, Anul 2000, Numar persoane, 9790
Masculin, 80-84 ani, TOTAL, Anul 2001, Numar persoane, 10546
Masculin, 80-84 ani, TOTAL, Anul 2002, Numar persoane, 12654
Masculin, 80-84 ani, TOTAL, Anul 2003, Numar persoane, 14800
Masculin, 80-84 ani, TOTAL, Anul 2004, Numar persoane, 16202
Masculin, 80-84 ani, TOTAL, Anul 2005, Numar persoane, 17263
Masculin, 80-84 ani, TOTAL, Anul 2006, Numar persoane, 18042
Masculin, 80-84 ani, TOTAL, Anul 2007, Numar persoane, 17886
Masculin, 80-84 ani, TOTAL, Anul 2008, Numar persoane, 18100
Masculin, 80-84 ani, TOTAL, Anul 2009, Numar persoane, 18816
Masculin, 80-84 ani, TOTAL, Anul 2010, Numar persoane, 19333
Masculin, 80-84 ani, TOTAL, Anul 2011, Numar persoane, 19171
Masculin, 80-84 ani, TOTAL, Anul 2012, Numar persoane, 19581
Masculin, 80-84 ani, Covasna, Anul 1999, Numar persoane, 116
Masculin, 80-84 ani, Covasna, Anul 2000, Numar persoane, 111
Masculin, 80-84 ani, Covasna, Anul 2001, Numar persoane, 100
Masculin, 80-84 ani, Covasna, Anul 2002, Numar persoane, 157
Masculin, 80-84 ani, Covasna, Anul 2003, Numar persoane, 161
Masculin, 80-84 ani, Covasna, Anul 2004, Numar persoane, 156
Masculin, 80-84 ani, Covasna, Anul 2005, Numar persoane, 152
Masculin, 80-84 ani, Covasna, Anul 2006, Numar persoane, 170
Masculin, 80-84 ani, Covasna, Anul 2007, Numar persoane, 185
Masculin, 80-84 ani, Covasna, Anul 2008, Numar persoane, 194
Masculin, 80-84 ani, Covasna, Anul 2009, Numar persoane, 190
Masculin, 80-84 ani, Covasna, Anul 2010, Numar persoane, 163
Masculin, 80-84 ani, Covasna, Anul 2011, Numar persoane, 166
Masculin, 80-84 ani, Covasna, Anul 2012, Numar persoane, 156
Masculin, 80-84 ani, Harghita, Anul 1999, Numar persoane, 185
Masculin, 80-84 ani, Harghita, Anul 2000, Numar persoane, 149
Masculin, 80-84 ani, Harghita, Anul 2001, Numar persoane, 192
Masculin, 80-84 ani, Harghita, Anul 2002, Numar persoane, 258
Masculin, 80-84 ani, Harghita, Anul 2003, Numar persoane, 227
Masculin, 80-84 ani, Harghita, Anul 2004, Numar persoane, 282
Masculin, 80-84 ani, Harghita, Anul 2005, Numar persoane, 266
Masculin, 80-84 ani, Harghita, Anul 2006, Numar persoane, 282
Masculin, 80-84 ani, Harghita, Anul 2007, Numar persoane, 258
Masculin, 80-84 ani, Harghita, Anul 2008, Numar persoane, 274
Masculin, 80-84 ani, Harghita, Anul 2009, Numar persoane, 258
Masculin, 80-84 ani, Harghita, Anul 2010, Numar persoane, 267
Masculin, 80-84 ani, Harghita, Anul 2011, Numar persoane, 259
Masculin, 80-84 ani, Harghita, Anul 2012, Numar persoane, 263
Masculin, 80-84 ani, Mures, Anul 1999, Numar persoane, 280
Masculin, 80-84 ani, Mures, Anul 2000, Numar persoane, 270
Masculin, 80-84 ani, Mures, Anul 2001, Numar persoane, 335
Masculin, 80-84 ani, Mures, Anul 2002, Numar persoane, 390
Masculin, 80-84 ani, Mures, Anul 2003, Numar persoane, 427
Masculin, 80-84 ani, Mures, Anul 2004, Numar persoane, 509
Masculin, 80-84 ani, Mures, Anul 2005, Numar persoane, 546
Masculin, 80-84 ani, Mures, Anul 2006, Numar persoane, 526
Masculin, 80-84 ani, Mures, Anul 2007, Numar persoane, 542
Masculin, 80-84 ani, Mures, Anul 2008, Numar persoane, 486
Masculin, 80-84 ani, Mures, Anul 2009, Numar persoane, 562
Masculin, 80-84 ani, Mures, Anul 2010, Numar persoane, 545
Masculin, 80-84 ani, Mures, Anul 2011, Numar persoane, 562
Masculin, 80-84 ani, Mures, Anul 2012, Numar persoane, 515
Masculin, 85 ani si peste, TOTAL, Anul 1999, Numar persoane, 14934
Masculin, 85 ani si peste, TOTAL, Anul 2000, Numar persoane, 13803
Masculin, 85 ani si peste, TOTAL, Anul 2001, Numar persoane, 13562
Masculin, 85 ani si peste, TOTAL, Anul 2002, Numar persoane, 13692
Masculin, 85 ani si peste, TOTAL, Anul 2003, Numar persoane, 11892
Masculin, 85 ani si peste, TOTAL, Anul 2004, Numar persoane, 10971
Masculin, 85 ani si peste, TOTAL, Anul 2005, Numar persoane, 11784
Masculin, 85 ani si peste, TOTAL, Anul 2006, Numar persoane, 12033
Masculin, 85 ani si peste, TOTAL, Anul 2007, Numar persoane, 12344
Masculin, 85 ani si peste, TOTAL, Anul 2008, Numar persoane, 13225
Masculin, 85 ani si peste, TOTAL, Anul 2009, Numar persoane, 14372
Masculin, 85 ani si peste, TOTAL, Anul 2010, Numar persoane, 15953
Masculin, 85 ani si peste, TOTAL, Anul 2011, Numar persoane, 16862
Masculin, 85 ani si peste, TOTAL, Anul 2012, Numar persoane, 18053
Masculin, 85 ani si peste, Covasna, Anul 1999, Numar persoane, 192
Masculin, 85 ani si peste, Covasna, Anul 2000, Numar persoane, 140
Masculin, 85 ani si peste, Covasna, Anul 2001, Numar persoane, 151
Masculin, 85 ani si peste, Covasna, Anul 2002, Numar persoane, 147
Masculin, 85 ani si peste, Covasna, Anul 2003, Numar persoane, 139
Masculin, 85 ani si peste, Covasna, Anul 2004, Numar persoane, 118
Masculin, 85 ani si peste, Covasna, Anul 2005, Numar persoane, 132
Masculin, 85 ani si peste, Covasna, Anul 2006, Numar persoane, 158
Masculin, 85 ani si peste, Covasna, Anul 2007, Numar persoane, 140
Masculin, 85 ani si peste, Covasna, Anul 2008, Numar persoane, 150
Masculin, 85 ani si peste, Covasna, Anul 2009, Numar persoane, 143
Masculin, 85 ani si peste, Covasna, Anul 2010, Numar persoane, 154
Masculin, 85 ani si peste, Covasna, Anul 2011, Numar persoane, 172
Masculin, 85 ani si peste, Covasna, Anul 2012, Numar persoane, 178
Masculin, 85 ani si peste, Harghita, Anul 1999, Numar persoane, 275
Masculin, 85 ani si peste, Harghita, Anul 2000, Numar persoane, 260
Masculin, 85 ani si peste, Harghita, Anul 2001, Numar persoane, 241
Masculin, 85 ani si peste, Harghita, Anul 2002, Numar persoane, 225
Masculin, 85 ani si peste, Harghita, Anul 2003, Numar persoane, 209
Masculin, 85 ani si peste, Harghita, Anul 2004, Numar persoane, 200
Masculin, 85 ani si peste, Harghita, Anul 2005, Numar persoane, 243
Masculin, 85 ani si peste, Harghita, Anul 2006, Numar persoane, 230
Masculin, 85 ani si peste, Harghita, Anul 2007, Numar persoane, 211
Masculin, 85 ani si peste, Harghita, Anul 2008, Numar persoane, 255
Masculin, 85 ani si peste, Harghita, Anul 2009, Numar persoane, 246
Masculin, 85 ani si peste, Harghita, Anul 2010, Numar persoane, 251
Masculin, 85 ani si peste, Harghita, Anul 2011, Numar persoane, 262
Masculin, 85 ani si peste, Harghita, Anul 2012, Numar persoane, 281
Masculin, 85 ani si peste, Mures, Anul 1999, Numar persoane, 390
Masculin, 85 ani si peste, Mures, Anul 2000, Numar persoane, 357
Masculin, 85 ani si peste, Mures, Anul 2001, Numar persoane, 347
Masculin, 85 ani si peste, Mures, Anul 2002, Numar persoane, 376
Masculin, 85 ani si peste, Mures, Anul 2003, Numar persoane, 319
Masculin, 85 ani si peste, Mures, Anul 2004, Numar persoane, 290
Masculin, 85 ani si peste, Mures, Anul 2005, Numar persoane, 312
Masculin, 85 ani si peste, Mures, Anul 2006, Numar persoane, 356
Masculin, 85 ani si peste, Mures, Anul 2007, Numar persoane, 361
Masculin, 85 ani si peste, Mures, Anul 2008, Numar persoane, 392
Masculin, 85 ani si peste, Mures, Anul 2009, Numar persoane, 432
Masculin, 85 ani si peste, Mures, Anul 2010, Numar persoane, 451
Masculin, 85 ani si peste, Mures, Anul 2011, Numar persoane, 506
Masculin, 85 ani si peste, Mures, Anul 2012, Numar persoane, 488
Feminin, Total, TOTAL, Anul 1999, Numar persoane, 123812
Feminin, Total, TOTAL, Anul 2000, Numar persoane, 119495
Feminin, Total, TOTAL, Anul 2001, Numar persoane, 120054
Feminin, Total, TOTAL, Anul 2002, Numar persoane, 125186
Feminin, Total, TOTAL, Anul 2003, Numar persoane, 123865
Feminin, Total, TOTAL, Anul 2004, Numar persoane, 120450
Feminin, Total, TOTAL, Anul 2005, Numar persoane, 123640
Feminin, Total, TOTAL, Anul 2006, Numar persoane, 121830
Feminin, Total, TOTAL, Anul 2007, Numar persoane, 118560
Feminin, Total, TOTAL, Anul 2008, Numar persoane, 117792
Feminin, Total, TOTAL, Anul 2009, Numar persoane, 119663
Feminin, Total, TOTAL, Anul 2010, Numar persoane, 121766
Feminin, Total, TOTAL, Anul 2011, Numar persoane, 119259
Feminin, Total, TOTAL, Anul 2012, Numar persoane, 122032
Feminin, Total, Covasna, Anul 1999, Numar persoane, 1193
Feminin, Total, Covasna, Anul 2000, Numar persoane, 1117
Feminin, Total, Covasna, Anul 2001, Numar persoane, 1071
Feminin, Total, Covasna, Anul 2002, Numar persoane, 1153
Feminin, Total, Covasna, Anul 2003, Numar persoane, 1203
Feminin, Total, Covasna, Anul 2004, Numar persoane, 1175
Feminin, Total, Covasna, Anul 2005, Numar persoane, 1144
Feminin, Total, Covasna, Anul 2006, Numar persoane, 1205
Feminin, Total, Covasna, Anul 2007, Numar persoane, 1150
Feminin, Total, Covasna, Anul 2008, Numar persoane, 1123
Feminin, Total, Covasna, Anul 2009, Numar persoane, 1147
Feminin, Total, Covasna, Anul 2010, Numar persoane, 1170
Feminin, Total, Covasna, Anul 2011, Numar persoane, 1132
Feminin, Total, Covasna, Anul 2012, Numar persoane, 1173
Feminin, Total, Harghita, Anul 1999, Numar persoane, 1686
Feminin, Total, Harghita, Anul 2000, Numar persoane, 1704
Feminin, Total, Harghita, Anul 2001, Numar persoane, 1627
Feminin, Total, Harghita, Anul 2002, Numar persoane, 1711
Feminin, Total, Harghita, Anul 2003, Numar persoane, 1709
Feminin, Total, Harghita, Anul 2004, Numar persoane, 1627
Feminin, Total, Harghita, Anul 2005, Numar persoane, 1660
Feminin, Total, Harghita, Anul 2006, Numar persoane, 1810
Feminin, Total, Harghita, Anul 2007, Numar persoane, 1659
Feminin, Total, Harghita, Anul 2008, Numar persoane, 1686
Feminin, Total, Harghita, Anul 2009, Numar persoane, 1665
Feminin, Total, Harghita, Anul 2010, Numar persoane, 1680
Feminin, Total, Harghita, Anul 2011, Numar persoane, 1608
Feminin, Total, Harghita, Anul 2012, Numar persoane, 1648
Feminin, Total, Mures, Anul 1999, Numar persoane, 3496
Feminin, Total, Mures, Anul 2000, Numar persoane, 3098
Feminin, Total, Mures, Anul 2001, Numar persoane, 3259
Feminin, Total, Mures, Anul 2002, Numar persoane, 3456
Feminin, Total, Mures, Anul 2003, Numar persoane, 3267
Feminin, Total, Mures, Anul 2004, Numar persoane, 3312
Feminin, Total, Mures, Anul 2005, Numar persoane, 3389
Feminin, Total, Mures, Anul 2006, Numar persoane, 3395
Feminin, Total, Mures, Anul 2007, Numar persoane, 3249
Feminin, Total, Mures, Anul 2008, Numar persoane, 3214
Feminin, Total, Mures, Anul 2009, Numar persoane, 3277
Feminin, Total, Mures, Anul 2010, Numar persoane, 3364
Feminin, Total, Mures, Anul 2011, Numar persoane, 3228
Feminin, Total, Mures, Anul 2012, Numar persoane, 3278
Feminin, 0-  4 ani, TOTAL, Anul 1999, Numar persoane, 2323
Feminin, 0-  4 ani, TOTAL, Anul 2000, Numar persoane, 2260
Feminin, 0-  4 ani, TOTAL, Anul 2001, Numar persoane, 2077
Feminin, 0-  4 ani, TOTAL, Anul 2002, Numar persoane, 1894
Feminin, 0-  4 ani, TOTAL, Anul 2003, Numar persoane, 1748
Feminin, 0-  4 ani, TOTAL, Anul 2004, Numar persoane, 1815
Feminin, 0-  4 ani, TOTAL, Anul 2005, Numar persoane, 1641
Feminin, 0-  4 ani, TOTAL, Anul 2006, Numar persoane, 1594
Feminin, 0-  4 ani, TOTAL, Anul 2007, Numar persoane, 1298
Feminin, 0-  4 ani, TOTAL, Anul 2008, Numar persoane, 1205
Feminin, 0-  4 ani, TOTAL, Anul 2009, Numar persoane, 1143
Feminin, 0-  4 ani, TOTAL, Anul 2010, Numar persoane, 1080
Feminin, 0-  4 ani, TOTAL, Anul 2011, Numar persoane, 961
Feminin, 0-  4 ani, TOTAL, Anul 2012, Numar persoane, 963
Feminin, 0-  4 ani, Covasna, Anul 1999, Numar persoane, 15
Feminin, 0-  4 ani, Covasna, Anul 2000, Numar persoane, 22
Feminin, 0-  4 ani, Covasna, Anul 2001, Numar persoane, 16
Feminin, 0-  4 ani, Covasna, Anul 2002, Numar persoane, 17
Feminin, 0-  4 ani, Covasna, Anul 2003, Numar persoane, 25
Feminin, 0-  4 ani, Covasna, Anul 2004, Numar persoane, 23
Feminin, 0-  4 ani, Covasna, Anul 2005, Numar persoane, 16
Feminin, 0-  4 ani, Covasna, Anul 2006, Numar persoane, 15
Feminin, 0-  4 ani, Covasna, Anul 2007, Numar persoane, 13
Feminin, 0-  4 ani, Covasna, Anul 2008, Numar persoane, 15
Feminin, 0-  4 ani, Covasna, Anul 2009, Numar persoane, 15
Feminin, 0-  4 ani, Covasna, Anul 2010, Numar persoane, 17
Feminin, 0-  4 ani, Covasna, Anul 2011, Numar persoane, 9
Feminin, 0-  4 ani, Covasna, Anul 2012, Numar persoane, 10
Feminin, 0-  4 ani, Harghita, Anul 1999, Numar persoane, 35
Feminin, 0-  4 ani, Harghita, Anul 2000, Numar persoane, 29
Feminin, 0-  4 ani, Harghita, Anul 2001, Numar persoane, 23
Feminin, 0-  4 ani, Harghita, Anul 2002, Numar persoane, 20
Feminin, 0-  4 ani, Harghita, Anul 2003, Numar persoane, 23
Feminin, 0-  4 ani, Harghita, Anul 2004, Numar persoane, 28
Feminin, 0-  4 ani, Harghita, Anul 2005, Numar persoane, 18
Feminin, 0-  4 ani, Harghita, Anul 2006, Numar persoane, 27
Feminin, 0-  4 ani, Harghita, Anul 2007, Numar persoane, 22
Feminin, 0-  4 ani, Harghita, Anul 2008, Numar persoane, 25
Feminin, 0-  4 ani, Harghita, Anul 2009, Numar persoane, 20
Feminin, 0-  4 ani, Harghita, Anul 2010, Numar persoane, 22
Feminin, 0-  4 ani, Harghita, Anul 2011, Numar persoane, 19
Feminin, 0-  4 ani, Harghita, Anul 2012, Numar persoane, 23
Feminin, 0-  4 ani, Mures, Anul 1999, Numar persoane, 76
Feminin, 0-  4 ani, Mures, Anul 2000, Numar persoane, 67
Feminin, 0-  4 ani, Mures, Anul 2001, Numar persoane, 50
Feminin, 0-  4 ani, Mures, Anul 2002, Numar persoane, 56
Feminin, 0-  4 ani, Mures, Anul 2003, Numar persoane, 49
Feminin, 0-  4 ani, Mures, Anul 2004, Numar persoane, 58
Feminin, 0-  4 ani, Mures, Anul 2005, Numar persoane, 47
Feminin, 0-  4 ani, Mures, Anul 2006, Numar persoane, 49
Feminin, 0-  4 ani, Mures, Anul 2007, Numar persoane, 32
Feminin, 0-  4 ani, Mures, Anul 2008, Numar persoane, 35
Feminin, 0-  4 ani, Mures, Anul 2009, Numar persoane, 42
Feminin, 0-  4 ani, Mures, Anul 2010, Numar persoane, 30
Feminin, 0-  4 ani, Mures, Anul 2011, Numar persoane, 36
Feminin, 0-  4 ani, Mures, Anul 2012, Numar persoane, 26
Feminin, 5-  9 ani, TOTAL, Anul 1999, Numar persoane, 294
Feminin, 5-  9 ani, TOTAL, Anul 2000, Numar persoane, 211
Feminin, 5-  9 ani, TOTAL, Anul 2001, Numar persoane, 175
Feminin, 5-  9 ani, TOTAL, Anul 2002, Numar persoane, 175
Feminin, 5-  9 ani, TOTAL, Anul 2003, Numar persoane, 157
Feminin, 5-  9 ani, TOTAL, Anul 2004, Numar persoane, 133
Feminin, 5-  9 ani, TOTAL, Anul 2005, Numar persoane, 152
Feminin, 5-  9 ani, TOTAL, Anul 2006, Numar persoane, 136
Feminin, 5-  9 ani, TOTAL, Anul 2007, Numar persoane, 134
Feminin, 5-  9 ani, TOTAL, Anul 2008, Numar persoane, 132
Feminin, 5-  9 ani, TOTAL, Anul 2009, Numar persoane, 107
Feminin, 5-  9 ani, TOTAL, Anul 2010, Numar persoane, 116
Feminin, 5-  9 ani, TOTAL, Anul 2011, Numar persoane, 72
Feminin, 5-  9 ani, TOTAL, Anul 2012, Numar persoane, 86
Feminin, 5-  9 ani, Covasna, Anul 1999, Numar persoane, 3
Feminin, 5-  9 ani, Covasna, Anul 2004, Numar persoane, 2
Feminin, 5-  9 ani, Covasna, Anul 2005, Numar persoane, 2
Feminin, 5-  9 ani, Covasna, Anul 2006, Numar persoane, 4
Feminin, 5-  9 ani, Covasna, Anul 2007, Numar persoane, 2
Feminin, 5-  9 ani, Covasna, Anul 2008, Numar persoane, 1
Feminin, 5-  9 ani, Covasna, Anul 2009, Numar persoane, 1
Feminin, 5-  9 ani, Covasna, Anul 2010, Numar persoane, 1
Feminin, 5-  9 ani, Covasna, Anul 2012, Numar persoane, 1
Feminin, 5-  9 ani, Harghita, Anul 1999, Numar persoane, 4
Feminin, 5-  9 ani, Harghita, Anul 2000, Numar persoane, 8
Feminin, 5-  9 ani, Harghita, Anul 2001, Numar persoane, 1
Feminin, 5-  9 ani, Harghita, Anul 2002, Numar persoane, 2
Feminin, 5-  9 ani, Harghita, Anul 2003, Numar persoane, 1
Feminin, 5-  9 ani, Harghita, Anul 2004, Numar persoane, 4
Feminin, 5-  9 ani, Harghita, Anul 2005, Numar persoane, 3
Feminin, 5-  9 ani, Harghita, Anul 2006, Numar persoane, 4
Feminin, 5-  9 ani, Harghita, Anul 2007, Numar persoane, 6
Feminin, 5-  9 ani, Harghita, Anul 2009, Numar persoane, 2
Feminin, 5-  9 ani, Harghita, Anul 2010, Numar persoane, 3
Feminin, 5-  9 ani, Harghita, Anul 2011, Numar persoane, 1
Feminin, 5-  9 ani, Mures, Anul 1999, Numar persoane, 8
Feminin, 5-  9 ani, Mures, Anul 2000, Numar persoane, 9
Feminin, 5-  9 ani, Mures, Anul 2001, Numar persoane, 7
Feminin, 5-  9 ani, Mures, Anul 2002, Numar persoane, 10
Feminin, 5-  9 ani, Mures, Anul 2003, Numar persoane, 4
Feminin, 5-  9 ani, Mures, Anul 2004, Numar persoane, 3
Feminin, 5-  9 ani, Mures, Anul 2005, Numar persoane, 1
Feminin, 5-  9 ani, Mures, Anul 2006, Numar persoane, 6
Feminin, 5-  9 ani, Mures, Anul 2007, Numar persoane, 3
Feminin, 5-  9 ani, Mures, Anul 2008, Numar persoane, 3
Feminin, 5-  9 ani, Mures, Anul 2009, Numar persoane, 6
Feminin, 5-  9 ani, Mures, Anul 2010, Numar persoane, 3
Feminin, 5-  9 ani, Mures, Anul 2011, Numar persoane, 3
Feminin, 5-  9 ani, Mures, Anul 2012, Numar persoane, 2
Feminin, 10-14 ani, TOTAL, Anul 1999, Numar persoane, 383
Feminin, 10-14 ani, TOTAL, Anul 2000, Numar persoane, 397
Feminin, 10-14 ani, TOTAL, Anul 2001, Numar persoane, 378
Feminin, 10-14 ani, TOTAL, Anul 2002, Numar persoane, 314
Feminin, 10-14 ani, TOTAL, Anul 2003, Numar persoane, 236
Feminin, 10-14 ani, TOTAL, Anul 2004, Numar persoane, 170
Feminin, 10-14 ani, TOTAL, Anul 2005, Numar persoane, 159
Feminin, 10-14 ani, TOTAL, Anul 2006, Numar persoane, 134
Feminin, 10-14 ani, TOTAL, Anul 2007, Numar persoane, 129
Feminin, 10-14 ani, TOTAL, Anul 2008, Numar persoane, 122
Feminin, 10-14 ani, TOTAL, Anul 2009, Numar persoane, 112
Feminin, 10-14 ani, TOTAL, Anul 2010, Numar persoane, 116
Feminin, 10-14 ani, TOTAL, Anul 2011, Numar persoane, 95
Feminin, 10-14 ani, TOTAL, Anul 2012, Numar persoane, 97
Feminin, 10-14 ani, Covasna, Anul 1999, Numar persoane, 2
Feminin, 10-14 ani, Covasna, Anul 2000, Numar persoane, 4
Feminin, 10-14 ani, Covasna, Anul 2001, Numar persoane, 2
Feminin, 10-14 ani, Covasna, Anul 2002, Numar persoane, 3
Feminin, 10-14 ani, Covasna, Anul 2003, Numar persoane, 4
Feminin, 10-14 ani, Covasna, Anul 2004, Numar persoane, 1
Feminin, 10-14 ani, Covasna, Anul 2005, Numar persoane, 1
Feminin, 10-14 ani, Covasna, Anul 2006, Numar persoane, 1
Feminin, 10-14 ani, Covasna, Anul 2007, Numar persoane, 3
Feminin, 10-14 ani, Covasna, Anul 2008, Numar persoane, 1
Feminin, 10-14 ani, Covasna, Anul 2009, Numar persoane, 1
Feminin, 10-14 ani, Covasna, Anul 2010, Numar persoane, 1
Feminin, 10-14 ani, Covasna, Anul 2011, Numar persoane, 1
Feminin, 10-14 ani, Covasna, Anul 2012, Numar persoane, 2
Feminin, 10-14 ani, Harghita, Anul 1999, Numar persoane, 6
Feminin, 10-14 ani, Harghita, Anul 2000, Numar persoane, 3
Feminin, 10-14 ani, Harghita, Anul 2001, Numar persoane, 5
Feminin, 10-14 ani, Harghita, Anul 2002, Numar persoane, 3
Feminin, 10-14 ani, Harghita, Anul 2003, Numar persoane, 4
Feminin, 10-14 ani, Harghita, Anul 2004, Numar persoane, 3
Feminin, 10-14 ani, Harghita, Anul 2006, Numar persoane, 4
Feminin, 10-14 ani, Harghita, Anul 2007, Numar persoane, 3
Feminin, 10-14 ani, Harghita, Anul 2008, Numar persoane, 1
Feminin, 10-14 ani, Harghita, Anul 2009, Numar persoane, 2
Feminin, 10-14 ani, Harghita, Anul 2010, Numar persoane, 3
Feminin, 10-14 ani, Harghita, Anul 2011, Numar persoane, 4
Feminin, 10-14 ani, Harghita, Anul 2012, Numar persoane, 1
Feminin, 10-14 ani, Mures, Anul 1999, Numar persoane, 10
Feminin, 10-14 ani, Mures, Anul 2000, Numar persoane, 13
Feminin, 10-14 ani, Mures, Anul 2001, Numar persoane, 10
Feminin, 10-14 ani, Mures, Anul 2002, Numar persoane, 5
Feminin, 10-14 ani, Mures, Anul 2003, Numar persoane, 9
Feminin, 10-14 ani, Mures, Anul 2004, Numar persoane, 7
Feminin, 10-14 ani, Mures, Anul 2005, Numar persoane, 7
Feminin, 10-14 ani, Mures, Anul 2006, Numar persoane, 8
Feminin, 10-14 ani, Mures, Anul 2007, Numar persoane, 5
Feminin, 10-14 ani, Mures, Anul 2008, Numar persoane, 1
Feminin, 10-14 ani, Mures, Anul 2009, Numar persoane, 2
Feminin, 10-14 ani, Mures, Anul 2010, Numar persoane, 5
Feminin, 10-14 ani, Mures, Anul 2011, Numar persoane, 1
Feminin, 10-14 ani, Mures, Anul 2012, Numar persoane, 4
Feminin, 15-19 ani, TOTAL, Anul 1999, Numar persoane, 352
Feminin, 15-19 ani, TOTAL, Anul 2000, Numar persoane, 329
Feminin, 15-19 ani, TOTAL, Anul 2001, Numar persoane, 266
