
Sexe, Grupe de varsta , Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar persoane, Valoare
Masculin, 30-34 ani, Regiunea SUD-VEST OLTENIA, Anul 2005, Numar persoane, 151
Masculin, 30-34 ani, Regiunea SUD-VEST OLTENIA, Anul 2006, Numar persoane, 147
Masculin, 30-34 ani, Regiunea SUD-VEST OLTENIA, Anul 2007, Numar persoane, 121
Masculin, 30-34 ani, Regiunea SUD-VEST OLTENIA, Anul 2008, Numar persoane, 123
Masculin, 30-34 ani, Regiunea SUD-VEST OLTENIA, Anul 2009, Numar persoane, 136
Masculin, 30-34 ani, Regiunea SUD-VEST OLTENIA, Anul 2010, Numar persoane, 136
Masculin, 30-34 ani, Regiunea SUD-VEST OLTENIA, Anul 2011, Numar persoane, 121
Masculin, 30-34 ani, Regiunea SUD-VEST OLTENIA, Anul 2012, Numar persoane, 84
Masculin, 30-34 ani, Regiunea SUD-VEST OLTENIA, Anul 2013, Numar persoane, 90
Masculin, 30-34 ani, Regiunea VEST, Anul 1990, Numar persoane, 233
Masculin, 30-34 ani, Regiunea VEST, Anul 1991, Numar persoane, 203
Masculin, 30-34 ani, Regiunea VEST, Anul 1992, Numar persoane, 188
Masculin, 30-34 ani, Regiunea VEST, Anul 1993, Numar persoane, 191
Masculin, 30-34 ani, Regiunea VEST, Anul 1994, Numar persoane, 177
Masculin, 30-34 ani, Regiunea VEST, Anul 1995, Numar persoane, 182
Masculin, 30-34 ani, Regiunea VEST, Anul 1996, Numar persoane, 163
Masculin, 30-34 ani, Regiunea VEST, Anul 1997, Numar persoane, 162
Masculin, 30-34 ani, Regiunea VEST, Anul 1998, Numar persoane, 148
Masculin, 30-34 ani, Regiunea VEST, Anul 1999, Numar persoane, 146
Masculin, 30-34 ani, Regiunea VEST, Anul 2000, Numar persoane, 148
Masculin, 30-34 ani, Regiunea VEST, Anul 2001, Numar persoane, 180
Masculin, 30-34 ani, Regiunea VEST, Anul 2002, Numar persoane, 172
Masculin, 30-34 ani, Regiunea VEST, Anul 2003, Numar persoane, 155
Masculin, 30-34 ani, Regiunea VEST, Anul 2004, Numar persoane, 120
Masculin, 30-34 ani, Regiunea VEST, Anul 2005, Numar persoane, 110
Masculin, 30-34 ani, Regiunea VEST, Anul 2006, Numar persoane, 119
Masculin, 30-34 ani, Regiunea VEST, Anul 2007, Numar persoane, 103
Masculin, 30-34 ani, Regiunea VEST, Anul 2008, Numar persoane, 106
Masculin, 30-34 ani, Regiunea VEST, Anul 2009, Numar persoane, 113
Masculin, 30-34 ani, Regiunea VEST, Anul 2010, Numar persoane, 106
Masculin, 30-34 ani, Regiunea VEST, Anul 2011, Numar persoane, 84
Masculin, 30-34 ani, Regiunea VEST, Anul 2012, Numar persoane, 78
Masculin, 30-34 ani, Regiunea VEST, Anul 2013, Numar persoane, 67
Masculin, 35-39 ani, TOTAL, Anul 1990, Numar persoane, 3214
Masculin, 35-39 ani, TOTAL, Anul 1991, Numar persoane, 3187
Masculin, 35-39 ani, TOTAL, Anul 1992, Numar persoane, 3567
Masculin, 35-39 ani, TOTAL, Anul 1993, Numar persoane, 3466
Masculin, 35-39 ani, TOTAL, Anul 1994, Numar persoane, 3862
Masculin, 35-39 ani, TOTAL, Anul 1995, Numar persoane, 3940
Masculin, 35-39 ani, TOTAL, Anul 1996, Numar persoane, 3734
Masculin, 35-39 ani, TOTAL, Anul 1997, Numar persoane, 3573
Masculin, 35-39 ani, TOTAL, Anul 1998, Numar persoane, 2851
Masculin, 35-39 ani, TOTAL, Anul 1999, Numar persoane, 2393
Masculin, 35-39 ani, TOTAL, Anul 2000, Numar persoane, 2184
Masculin, 35-39 ani, TOTAL, Anul 2001, Numar persoane, 2120
Masculin, 35-39 ani, TOTAL, Anul 2002, Numar persoane, 2167
Masculin, 35-39 ani, TOTAL, Anul 2003, Numar persoane, 2248
Masculin, 35-39 ani, TOTAL, Anul 2004, Numar persoane, 2338
Masculin, 35-39 ani, TOTAL, Anul 2005, Numar persoane, 2318
Masculin, 35-39 ani, TOTAL, Anul 2006, Numar persoane, 2357
Masculin, 35-39 ani, TOTAL, Anul 2007, Numar persoane, 2363
Masculin, 35-39 ani, TOTAL, Anul 2008, Numar persoane, 2252
Masculin, 35-39 ani, TOTAL, Anul 2009, Numar persoane, 2063
Masculin, 35-39 ani, TOTAL, Anul 2010, Numar persoane, 1997
Masculin, 35-39 ani, TOTAL, Anul 2011, Numar persoane, 1714
Masculin, 35-39 ani, TOTAL, Anul 2012, Numar persoane, 1709
Masculin, 35-39 ani, TOTAL, Anul 2013, Numar persoane, 1713
Masculin, 35-39 ani, Regiunea NORD-VEST, Anul 1990, Numar persoane, 449
Masculin, 35-39 ani, Regiunea NORD-VEST, Anul 1991, Numar persoane, 423
Masculin, 35-39 ani, Regiunea NORD-VEST, Anul 1992, Numar persoane, 515
Masculin, 35-39 ani, Regiunea NORD-VEST, Anul 1993, Numar persoane, 556
Masculin, 35-39 ani, Regiunea NORD-VEST, Anul 1994, Numar persoane, 605
Masculin, 35-39 ani, Regiunea NORD-VEST, Anul 1995, Numar persoane, 518
Masculin, 35-39 ani, Regiunea NORD-VEST, Anul 1996, Numar persoane, 496
Masculin, 35-39 ani, Regiunea NORD-VEST, Anul 1997, Numar persoane, 510
Masculin, 35-39 ani, Regiunea NORD-VEST, Anul 1998, Numar persoane, 430
Masculin, 35-39 ani, Regiunea NORD-VEST, Anul 1999, Numar persoane, 353
Masculin, 35-39 ani, Regiunea NORD-VEST, Anul 2000, Numar persoane, 328
Masculin, 35-39 ani, Regiunea NORD-VEST, Anul 2001, Numar persoane, 326
Masculin, 35-39 ani, Regiunea NORD-VEST, Anul 2002, Numar persoane, 357
Masculin, 35-39 ani, Regiunea NORD-VEST, Anul 2003, Numar persoane, 306
Masculin, 35-39 ani, Regiunea NORD-VEST, Anul 2004, Numar persoane, 309
Masculin, 35-39 ani, Regiunea NORD-VEST, Anul 2005, Numar persoane, 292
Masculin, 35-39 ani, Regiunea NORD-VEST, Anul 2006, Numar persoane, 325
Masculin, 35-39 ani, Regiunea NORD-VEST, Anul 2007, Numar persoane, 272
Masculin, 35-39 ani, Regiunea NORD-VEST, Anul 2008, Numar persoane, 297
Masculin, 35-39 ani, Regiunea NORD-VEST, Anul 2009, Numar persoane, 295
Masculin, 35-39 ani, Regiunea NORD-VEST, Anul 2010, Numar persoane, 234
Masculin, 35-39 ani, Regiunea NORD-VEST, Anul 2011, Numar persoane, 200
Masculin, 35-39 ani, Regiunea NORD-VEST, Anul 2012, Numar persoane, 237
Masculin, 35-39 ani, Regiunea NORD-VEST, Anul 2013, Numar persoane, 184
Masculin, 35-39 ani, Regiunea CENTRU, Anul 1990, Numar persoane, 379
Masculin, 35-39 ani, Regiunea CENTRU, Anul 1991, Numar persoane, 370
Masculin, 35-39 ani, Regiunea CENTRU, Anul 1992, Numar persoane, 449
Masculin, 35-39 ani, Regiunea CENTRU, Anul 1993, Numar persoane, 421
Masculin, 35-39 ani, Regiunea CENTRU, Anul 1994, Numar persoane, 467
Masculin, 35-39 ani, Regiunea CENTRU, Anul 1995, Numar persoane, 448
Masculin, 35-39 ani, Regiunea CENTRU, Anul 1996, Numar persoane, 441
Masculin, 35-39 ani, Regiunea CENTRU, Anul 1997, Numar persoane, 417
Masculin, 35-39 ani, Regiunea CENTRU, Anul 1998, Numar persoane, 335
Masculin, 35-39 ani, Regiunea CENTRU, Anul 1999, Numar persoane, 295
Masculin, 35-39 ani, Regiunea CENTRU, Anul 2000, Numar persoane, 234
Masculin, 35-39 ani, Regiunea CENTRU, Anul 2001, Numar persoane, 216
Masculin, 35-39 ani, Regiunea CENTRU, Anul 2002, Numar persoane, 253
Masculin, 35-39 ani, Regiunea CENTRU, Anul 2003, Numar persoane, 244
Masculin, 35-39 ani, Regiunea CENTRU, Anul 2004, Numar persoane, 244
Masculin, 35-39 ani, Regiunea CENTRU, Anul 2005, Numar persoane, 251
Masculin, 35-39 ani, Regiunea CENTRU, Anul 2006, Numar persoane, 275
Masculin, 35-39 ani, Regiunea CENTRU, Anul 2007, Numar persoane, 245
Masculin, 35-39 ani, Regiunea CENTRU, Anul 2008, Numar persoane, 236
Masculin, 35-39 ani, Regiunea CENTRU, Anul 2009, Numar persoane, 224
Masculin, 35-39 ani, Regiunea CENTRU, Anul 2010, Numar persoane, 197
Masculin, 35-39 ani, Regiunea CENTRU, Anul 2011, Numar persoane, 200
Masculin, 35-39 ani, Regiunea CENTRU, Anul 2012, Numar persoane, 194
Masculin, 35-39 ani, Regiunea CENTRU, Anul 2013, Numar persoane, 206
Masculin, 35-39 ani, Regiunea NORD-EST, Anul 1990, Numar persoane, 521
Masculin, 35-39 ani, Regiunea NORD-EST, Anul 1991, Numar persoane, 509
Masculin, 35-39 ani, Regiunea NORD-EST, Anul 1992, Numar persoane, 574
Masculin, 35-39 ani, Regiunea NORD-EST, Anul 1993, Numar persoane, 553
Masculin, 35-39 ani, Regiunea NORD-EST, Anul 1994, Numar persoane, 657
Masculin, 35-39 ani, Regiunea NORD-EST, Anul 1995, Numar persoane, 688
Masculin, 35-39 ani, Regiunea NORD-EST, Anul 1996, Numar persoane, 664
Masculin, 35-39 ani, Regiunea NORD-EST, Anul 1997, Numar persoane, 656
Masculin, 35-39 ani, Regiunea NORD-EST, Anul 1998, Numar persoane, 496
Masculin, 35-39 ani, Regiunea NORD-EST, Anul 1999, Numar persoane, 407
Masculin, 35-39 ani, Regiunea NORD-EST, Anul 2000, Numar persoane, 447
Masculin, 35-39 ani, Regiunea NORD-EST, Anul 2001, Numar persoane, 402
Masculin, 35-39 ani, Regiunea NORD-EST, Anul 2002, Numar persoane, 404
Masculin, 35-39 ani, Regiunea NORD-EST, Anul 2003, Numar persoane, 486
Masculin, 35-39 ani, Regiunea NORD-EST, Anul 2004, Numar persoane, 470
Masculin, 35-39 ani, Regiunea NORD-EST, Anul 2005, Numar persoane, 483
Masculin, 35-39 ani, Regiunea NORD-EST, Anul 2006, Numar persoane, 442
Masculin, 35-39 ani, Regiunea NORD-EST, Anul 2007, Numar persoane, 482
Masculin, 35-39 ani, Regiunea NORD-EST, Anul 2008, Numar persoane, 469
Masculin, 35-39 ani, Regiunea NORD-EST, Anul 2009, Numar persoane, 419
Masculin, 35-39 ani, Regiunea NORD-EST, Anul 2010, Numar persoane, 451
Masculin, 35-39 ani, Regiunea NORD-EST, Anul 2011, Numar persoane, 365
Masculin, 35-39 ani, Regiunea NORD-EST, Anul 2012, Numar persoane, 351
Masculin, 35-39 ani, Regiunea NORD-EST, Anul 2013, Numar persoane, 355
Masculin, 35-39 ani, Regiunea SUD-EST, Anul 1990, Numar persoane, 432
Masculin, 35-39 ani, Regiunea SUD-EST, Anul 1991, Numar persoane, 419
Masculin, 35-39 ani, Regiunea SUD-EST, Anul 1992, Numar persoane, 476
Masculin, 35-39 ani, Regiunea SUD-EST, Anul 1993, Numar persoane, 445
Masculin, 35-39 ani, Regiunea SUD-EST, Anul 1994, Numar persoane, 476
Masculin, 35-39 ani, Regiunea SUD-EST, Anul 1995, Numar persoane, 619
Masculin, 35-39 ani, Regiunea SUD-EST, Anul 1996, Numar persoane, 517
Masculin, 35-39 ani, Regiunea SUD-EST, Anul 1997, Numar persoane, 512
Masculin, 35-39 ani, Regiunea SUD-EST, Anul 1998, Numar persoane, 419
Masculin, 35-39 ani, Regiunea SUD-EST, Anul 1999, Numar persoane, 336
Masculin, 35-39 ani, Regiunea SUD-EST, Anul 2000, Numar persoane, 298
Masculin, 35-39 ani, Regiunea SUD-EST, Anul 2001, Numar persoane, 344
Masculin, 35-39 ani, Regiunea SUD-EST, Anul 2002, Numar persoane, 286
Masculin, 35-39 ani, Regiunea SUD-EST, Anul 2003, Numar persoane, 304
Masculin, 35-39 ani, Regiunea SUD-EST, Anul 2004, Numar persoane, 284
Masculin, 35-39 ani, Regiunea SUD-EST, Anul 2005, Numar persoane, 310
Masculin, 35-39 ani, Regiunea SUD-EST, Anul 2006, Numar persoane, 311
Masculin, 35-39 ani, Regiunea SUD-EST, Anul 2007, Numar persoane, 329
Masculin, 35-39 ani, Regiunea SUD-EST, Anul 2008, Numar persoane, 320
Masculin, 35-39 ani, Regiunea SUD-EST, Anul 2009, Numar persoane, 268
Masculin, 35-39 ani, Regiunea SUD-EST, Anul 2010, Numar persoane, 278
Masculin, 35-39 ani, Regiunea SUD-EST, Anul 2011, Numar persoane, 209
Masculin, 35-39 ani, Regiunea SUD-EST, Anul 2012, Numar persoane, 258
Masculin, 35-39 ani, Regiunea SUD-EST, Anul 2013, Numar persoane, 234
Masculin, 35-39 ani, Regiunea SUD-MUNTENIA, Anul 1990, Numar persoane, 489
Masculin, 35-39 ani, Regiunea SUD-MUNTENIA, Anul 1991, Numar persoane, 479
Masculin, 35-39 ani, Regiunea SUD-MUNTENIA, Anul 1992, Numar persoane, 485
Masculin, 35-39 ani, Regiunea SUD-MUNTENIA, Anul 1993, Numar persoane, 478
Masculin, 35-39 ani, Regiunea SUD-MUNTENIA, Anul 1994, Numar persoane, 547
Masculin, 35-39 ani, Regiunea SUD-MUNTENIA, Anul 1995, Numar persoane, 547
Masculin, 35-39 ani, Regiunea SUD-MUNTENIA, Anul 1996, Numar persoane, 550
Masculin, 35-39 ani, Regiunea SUD-MUNTENIA, Anul 1997, Numar persoane, 505
Masculin, 35-39 ani, Regiunea SUD-MUNTENIA, Anul 1998, Numar persoane, 420
Masculin, 35-39 ani, Regiunea SUD-MUNTENIA, Anul 1999, Numar persoane, 346
Masculin, 35-39 ani, Regiunea SUD-MUNTENIA, Anul 2000, Numar persoane, 289
Masculin, 35-39 ani, Regiunea SUD-MUNTENIA, Anul 2001, Numar persoane, 306
Masculin, 35-39 ani, Regiunea SUD-MUNTENIA, Anul 2002, Numar persoane, 324
Masculin, 35-39 ani, Regiunea SUD-MUNTENIA, Anul 2003, Numar persoane, 333
Masculin, 35-39 ani, Regiunea SUD-MUNTENIA, Anul 2004, Numar persoane, 371
Masculin, 35-39 ani, Regiunea SUD-MUNTENIA, Anul 2005, Numar persoane, 349
Masculin, 35-39 ani, Regiunea SUD-MUNTENIA, Anul 2006, Numar persoane, 361
Masculin, 35-39 ani, Regiunea SUD-MUNTENIA, Anul 2007, Numar persoane, 414
Masculin, 35-39 ani, Regiunea SUD-MUNTENIA, Anul 2008, Numar persoane, 356
Masculin, 35-39 ani, Regiunea SUD-MUNTENIA, Anul 2009, Numar persoane, 356
Masculin, 35-39 ani, Regiunea SUD-MUNTENIA, Anul 2010, Numar persoane, 331
Masculin, 35-39 ani, Regiunea SUD-MUNTENIA, Anul 2011, Numar persoane, 284
Masculin, 35-39 ani, Regiunea SUD-MUNTENIA, Anul 2012, Numar persoane, 232
Masculin, 35-39 ani, Regiunea SUD-MUNTENIA, Anul 2013, Numar persoane, 269
Masculin, 35-39 ani, Regiunea BUCURESTI - ILFOV, Anul 1990, Numar persoane, 302
Masculin, 35-39 ani, Regiunea BUCURESTI - ILFOV, Anul 1991, Numar persoane, 332
Masculin, 35-39 ani, Regiunea BUCURESTI - ILFOV, Anul 1992, Numar persoane, 387
Masculin, 35-39 ani, Regiunea BUCURESTI - ILFOV, Anul 1993, Numar persoane, 370
Masculin, 35-39 ani, Regiunea BUCURESTI - ILFOV, Anul 1994, Numar persoane, 388
Masculin, 35-39 ani, Regiunea BUCURESTI - ILFOV, Anul 1995, Numar persoane, 367
Masculin, 35-39 ani, Regiunea BUCURESTI - ILFOV, Anul 1996, Numar persoane, 353
Masculin, 35-39 ani, Regiunea BUCURESTI - ILFOV, Anul 1997, Numar persoane, 310
Masculin, 35-39 ani, Regiunea BUCURESTI - ILFOV, Anul 1998, Numar persoane, 227
Masculin, 35-39 ani, Regiunea BUCURESTI - ILFOV, Anul 1999, Numar persoane, 208
Masculin, 35-39 ani, Regiunea BUCURESTI - ILFOV, Anul 2000, Numar persoane, 175
Masculin, 35-39 ani, Regiunea BUCURESTI - ILFOV, Anul 2001, Numar persoane, 151
Masculin, 35-39 ani, Regiunea BUCURESTI - ILFOV, Anul 2002, Numar persoane, 143
Masculin, 35-39 ani, Regiunea BUCURESTI - ILFOV, Anul 2003, Numar persoane, 174
Masculin, 35-39 ani, Regiunea BUCURESTI - ILFOV, Anul 2004, Numar persoane, 176
Masculin, 35-39 ani, Regiunea BUCURESTI - ILFOV, Anul 2005, Numar persoane, 203
Masculin, 35-39 ani, Regiunea BUCURESTI - ILFOV, Anul 2006, Numar persoane, 205
Masculin, 35-39 ani, Regiunea BUCURESTI - ILFOV, Anul 2007, Numar persoane, 191
Masculin, 35-39 ani, Regiunea BUCURESTI - ILFOV, Anul 2008, Numar persoane, 166
Masculin, 35-39 ani, Regiunea BUCURESTI - ILFOV, Anul 2009, Numar persoane, 129
Masculin, 35-39 ani, Regiunea BUCURESTI - ILFOV, Anul 2010, Numar persoane, 139
Masculin, 35-39 ani, Regiunea BUCURESTI - ILFOV, Anul 2011, Numar persoane, 124
Masculin, 35-39 ani, Regiunea BUCURESTI - ILFOV, Anul 2012, Numar persoane, 145
Masculin, 35-39 ani, Regiunea BUCURESTI - ILFOV, Anul 2013, Numar persoane, 154
Masculin, 35-39 ani, Regiunea SUD-VEST OLTENIA, Anul 1990, Numar persoane, 298
Masculin, 35-39 ani, Regiunea SUD-VEST OLTENIA, Anul 1991, Numar persoane, 315
Masculin, 35-39 ani, Regiunea SUD-VEST OLTENIA, Anul 1992, Numar persoane, 322
Masculin, 35-39 ani, Regiunea SUD-VEST OLTENIA, Anul 1993, Numar persoane, 287
Masculin, 35-39 ani, Regiunea SUD-VEST OLTENIA, Anul 1994, Numar persoane, 336
Masculin, 35-39 ani, Regiunea SUD-VEST OLTENIA, Anul 1995, Numar persoane, 385
Masculin, 35-39 ani, Regiunea SUD-VEST OLTENIA, Anul 1996, Numar persoane, 356
Masculin, 35-39 ani, Regiunea SUD-VEST OLTENIA, Anul 1997, Numar persoane, 340
Masculin, 35-39 ani, Regiunea SUD-VEST OLTENIA, Anul 1998, Numar persoane, 270
Masculin, 35-39 ani, Regiunea SUD-VEST OLTENIA, Anul 1999, Numar persoane, 231
Masculin, 35-39 ani, Regiunea SUD-VEST OLTENIA, Anul 2000, Numar persoane, 230
Masculin, 35-39 ani, Regiunea SUD-VEST OLTENIA, Anul 2001, Numar persoane, 196
Masculin, 35-39 ani, Regiunea SUD-VEST OLTENIA, Anul 2002, Numar persoane, 226
Masculin, 35-39 ani, Regiunea SUD-VEST OLTENIA, Anul 2003, Numar persoane, 236
Masculin, 35-39 ani, Regiunea SUD-VEST OLTENIA, Anul 2004, Numar persoane, 272
Masculin, 35-39 ani, Regiunea SUD-VEST OLTENIA, Anul 2005, Numar persoane, 250
Masculin, 35-39 ani, Regiunea SUD-VEST OLTENIA, Anul 2006, Numar persoane, 228
Masculin, 35-39 ani, Regiunea SUD-VEST OLTENIA, Anul 2007, Numar persoane, 210
Masculin, 35-39 ani, Regiunea SUD-VEST OLTENIA, Anul 2008, Numar persoane, 230
Masculin, 35-39 ani, Regiunea SUD-VEST OLTENIA, Anul 2009, Numar persoane, 206
Masculin, 35-39 ani, Regiunea SUD-VEST OLTENIA, Anul 2010, Numar persoane, 210
Masculin, 35-39 ani, Regiunea SUD-VEST OLTENIA, Anul 2011, Numar persoane, 180
Masculin, 35-39 ani, Regiunea SUD-VEST OLTENIA, Anul 2012, Numar persoane, 188
Masculin, 35-39 ani, Regiunea SUD-VEST OLTENIA, Anul 2013, Numar persoane, 182
Masculin, 35-39 ani, Regiunea VEST, Anul 1990, Numar persoane, 344
Masculin, 35-39 ani, Regiunea VEST, Anul 1991, Numar persoane, 340
Masculin, 35-39 ani, Regiunea VEST, Anul 1992, Numar persoane, 359
Masculin, 35-39 ani, Regiunea VEST, Anul 1993, Numar persoane, 356
Masculin, 35-39 ani, Regiunea VEST, Anul 1994, Numar persoane, 386
Masculin, 35-39 ani, Regiunea VEST, Anul 1995, Numar persoane, 368
Masculin, 35-39 ani, Regiunea VEST, Anul 1996, Numar persoane, 357
Masculin, 35-39 ani, Regiunea VEST, Anul 1997, Numar persoane, 323
Masculin, 35-39 ani, Regiunea VEST, Anul 1998, Numar persoane, 254
Masculin, 35-39 ani, Regiunea VEST, Anul 1999, Numar persoane, 217
Masculin, 35-39 ani, Regiunea VEST, Anul 2000, Numar persoane, 183
Masculin, 35-39 ani, Regiunea VEST, Anul 2001, Numar persoane, 179
Masculin, 35-39 ani, Regiunea VEST, Anul 2002, Numar persoane, 174
Masculin, 35-39 ani, Regiunea VEST, Anul 2003, Numar persoane, 165
Masculin, 35-39 ani, Regiunea VEST, Anul 2004, Numar persoane, 212
Masculin, 35-39 ani, Regiunea VEST, Anul 2005, Numar persoane, 180
Masculin, 35-39 ani, Regiunea VEST, Anul 2006, Numar persoane, 210
Masculin, 35-39 ani, Regiunea VEST, Anul 2007, Numar persoane, 220
Masculin, 35-39 ani, Regiunea VEST, Anul 2008, Numar persoane, 178
Masculin, 35-39 ani, Regiunea VEST, Anul 2009, Numar persoane, 166
Masculin, 35-39 ani, Regiunea VEST, Anul 2010, Numar persoane, 157
Masculin, 35-39 ani, Regiunea VEST, Anul 2011, Numar persoane, 152
Masculin, 35-39 ani, Regiunea VEST, Anul 2012, Numar persoane, 104
Masculin, 35-39 ani, Regiunea VEST, Anul 2013, Numar persoane, 129
Masculin, 40-44 ani, TOTAL, Anul 1990, Numar persoane, 3809
Masculin, 40-44 ani, TOTAL, Anul 1991, Numar persoane, 4184
Masculin, 40-44 ani, TOTAL, Anul 1992, Numar persoane, 4856
Masculin, 40-44 ani, TOTAL, Anul 1993, Numar persoane, 5275
Masculin, 40-44 ani, TOTAL, Anul 1994, Numar persoane, 5536
Masculin, 40-44 ani, TOTAL, Anul 1995, Numar persoane, 5991
Masculin, 40-44 ani, TOTAL, Anul 1996, Numar persoane, 6165
Masculin, 40-44 ani, TOTAL, Anul 1997, Numar persoane, 6324
Masculin, 40-44 ani, TOTAL, Anul 1998, Numar persoane, 5601
Masculin, 40-44 ani, TOTAL, Anul 1999, Numar persoane, 4972
Masculin, 40-44 ani, TOTAL, Anul 2000, Numar persoane, 4550
Masculin, 40-44 ani, TOTAL, Anul 2001, Numar persoane, 4467
Masculin, 40-44 ani, TOTAL, Anul 2002, Numar persoane, 4283
Masculin, 40-44 ani, TOTAL, Anul 2003, Numar persoane, 3881
Masculin, 40-44 ani, TOTAL, Anul 2004, Numar persoane, 3513
Masculin, 40-44 ani, TOTAL, Anul 2005, Numar persoane, 3076
Masculin, 40-44 ani, TOTAL, Anul 2006, Numar persoane, 2729
Masculin, 40-44 ani, TOTAL, Anul 2007, Numar persoane, 2769
Masculin, 40-44 ani, TOTAL, Anul 2008, Numar persoane, 3084
Masculin, 40-44 ani, TOTAL, Anul 2009, Numar persoane, 3446
Masculin, 40-44 ani, TOTAL, Anul 2010, Numar persoane, 3534
Masculin, 40-44 ani, TOTAL, Anul 2011, Numar persoane, 3211
Masculin, 40-44 ani, TOTAL, Anul 2012, Numar persoane, 3240
Masculin, 40-44 ani, TOTAL, Anul 2013, Numar persoane, 2836
Masculin, 40-44 ani, Regiunea NORD-VEST, Anul 1990, Numar persoane, 549
Masculin, 40-44 ani, Regiunea NORD-VEST, Anul 1991, Numar persoane, 614
Masculin, 40-44 ani, Regiunea NORD-VEST, Anul 1992, Numar persoane, 796
Masculin, 40-44 ani, Regiunea NORD-VEST, Anul 1993, Numar persoane, 810
Masculin, 40-44 ani, Regiunea NORD-VEST, Anul 1994, Numar persoane, 839
Masculin, 40-44 ani, Regiunea NORD-VEST, Anul 1995, Numar persoane, 885
Masculin, 40-44 ani, Regiunea NORD-VEST, Anul 1996, Numar persoane, 881
Masculin, 40-44 ani, Regiunea NORD-VEST, Anul 1997, Numar persoane, 874
Masculin, 40-44 ani, Regiunea NORD-VEST, Anul 1998, Numar persoane, 766
Masculin, 40-44 ani, Regiunea NORD-VEST, Anul 1999, Numar persoane, 705
Masculin, 40-44 ani, Regiunea NORD-VEST, Anul 2000, Numar persoane, 664
Masculin, 40-44 ani, Regiunea NORD-VEST, Anul 2001, Numar persoane, 644
Masculin, 40-44 ani, Regiunea NORD-VEST, Anul 2002, Numar persoane, 614
Masculin, 40-44 ani, Regiunea NORD-VEST, Anul 2003, Numar persoane, 560
Masculin, 40-44 ani, Regiunea NORD-VEST, Anul 2004, Numar persoane, 484
Masculin, 40-44 ani, Regiunea NORD-VEST, Anul 2005, Numar persoane, 433
Masculin, 40-44 ani, Regiunea NORD-VEST, Anul 2006, Numar persoane, 398
Masculin, 40-44 ani, Regiunea NORD-VEST, Anul 2007, Numar persoane, 384
Masculin, 40-44 ani, Regiunea NORD-VEST, Anul 2008, Numar persoane, 408
Masculin, 40-44 ani, Regiunea NORD-VEST, Anul 2009, Numar persoane, 442
Masculin, 40-44 ani, Regiunea NORD-VEST, Anul 2010, Numar persoane, 463
Masculin, 40-44 ani, Regiunea NORD-VEST, Anul 2011, Numar persoane, 399
Masculin, 40-44 ani, Regiunea NORD-VEST, Anul 2012, Numar persoane, 411
Masculin, 40-44 ani, Regiunea NORD-VEST, Anul 2013, Numar persoane, 324
Masculin, 40-44 ani, Regiunea CENTRU, Anul 1990, Numar persoane, 404
Masculin, 40-44 ani, Regiunea CENTRU, Anul 1991, Numar persoane, 456
Masculin, 40-44 ani, Regiunea CENTRU, Anul 1992, Numar persoane, 572
Masculin, 40-44 ani, Regiunea CENTRU, Anul 1993, Numar persoane, 674
Masculin, 40-44 ani, Regiunea CENTRU, Anul 1994, Numar persoane, 701
Masculin, 40-44 ani, Regiunea CENTRU, Anul 1995, Numar persoane, 764
Masculin, 40-44 ani, Regiunea CENTRU, Anul 1996, Numar persoane, 772
Masculin, 40-44 ani, Regiunea CENTRU, Anul 1997, Numar persoane, 781
Masculin, 40-44 ani, Regiunea CENTRU, Anul 1998, Numar persoane, 703
Masculin, 40-44 ani, Regiunea CENTRU, Anul 1999, Numar persoane, 608
Masculin, 40-44 ani, Regiunea CENTRU, Anul 2000, Numar persoane, 529
Masculin, 40-44 ani, Regiunea CENTRU, Anul 2001, Numar persoane, 492
Masculin, 40-44 ani, Regiunea CENTRU, Anul 2002, Numar persoane, 480
Masculin, 40-44 ani, Regiunea CENTRU, Anul 2003, Numar persoane, 396
Masculin, 40-44 ani, Regiunea CENTRU, Anul 2004, Numar persoane, 376
Masculin, 40-44 ani, Regiunea CENTRU, Anul 2005, Numar persoane, 366
Masculin, 40-44 ani, Regiunea CENTRU, Anul 2006, Numar persoane, 313
Masculin, 40-44 ani, Regiunea CENTRU, Anul 2007, Numar persoane, 307
