
CAEN Rev.1 (activitati ale economiei nationale - sectiuni), Sexe, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Mii persoane, Valoare
G Comert, Feminin, TOTAL, Anul 2003, Mii persoane, 425.1
G Comert, Feminin, TOTAL, Anul 2004, Mii persoane, 455.7
G Comert, Feminin, TOTAL, Anul 2005, Mii persoane, 496.8
G Comert, Feminin, TOTAL, Anul 2006, Mii persoane, 551.4
G Comert, Feminin, TOTAL, Anul 2007, Mii persoane, 575.7
G Comert, Feminin, TOTAL, Anul 2008, Mii persoane, 565.6
G Comert, Feminin, MACROREGIUNEA UNU, Anul 2001, Mii persoane, 108.7
G Comert, Feminin, MACROREGIUNEA UNU, Anul 2002, Mii persoane, 111.9
G Comert, Feminin, MACROREGIUNEA UNU, Anul 2003, Mii persoane, 113.5
G Comert, Feminin, MACROREGIUNEA UNU, Anul 2004, Mii persoane, 120.6
G Comert, Feminin, MACROREGIUNEA UNU, Anul 2005, Mii persoane, 134.5
G Comert, Feminin, MACROREGIUNEA UNU, Anul 2006, Mii persoane, 150.1
G Comert, Feminin, MACROREGIUNEA UNU, Anul 2007, Mii persoane, 152.5
G Comert, Feminin, MACROREGIUNEA UNU, Anul 2008, Mii persoane, 145.5
G Comert, Feminin, Regiunea NORD-VEST, Anul 2001, Mii persoane, 55.9
G Comert, Feminin, Regiunea NORD-VEST, Anul 2002, Mii persoane, 55.4
G Comert, Feminin, Regiunea NORD-VEST, Anul 2003, Mii persoane, 53.6
G Comert, Feminin, Regiunea NORD-VEST, Anul 2004, Mii persoane, 59.1
G Comert, Feminin, Regiunea NORD-VEST, Anul 2005, Mii persoane, 68.9
G Comert, Feminin, Regiunea NORD-VEST, Anul 2006, Mii persoane, 77
G Comert, Feminin, Regiunea NORD-VEST, Anul 2007, Mii persoane, 77.5
G Comert, Feminin, Regiunea NORD-VEST, Anul 2008, Mii persoane, 72.6
G Comert, Feminin, Bihor, Anul 2001, Mii persoane, 15.1
G Comert, Feminin, Bihor, Anul 2002, Mii persoane, 15.8
G Comert, Feminin, Bihor, Anul 2003, Mii persoane, 11.7
G Comert, Feminin, Bihor, Anul 2004, Mii persoane, 15.7
G Comert, Feminin, Bihor, Anul 2005, Mii persoane, 15.7
G Comert, Feminin, Bihor, Anul 2006, Mii persoane, 19.2
G Comert, Feminin, Bihor, Anul 2007, Mii persoane, 17
G Comert, Feminin, Bihor, Anul 2008, Mii persoane, 15.3
G Comert, Feminin, Bistrita-Nasaud, Anul 2001, Mii persoane, 4.2
G Comert, Feminin, Bistrita-Nasaud, Anul 2002, Mii persoane, 5
G Comert, Feminin, Bistrita-Nasaud, Anul 2003, Mii persoane, 5.4
G Comert, Feminin, Bistrita-Nasaud, Anul 2004, Mii persoane, 6.3
G Comert, Feminin, Bistrita-Nasaud, Anul 2005, Mii persoane, 7.4
G Comert, Feminin, Bistrita-Nasaud, Anul 2006, Mii persoane, 8
G Comert, Feminin, Bistrita-Nasaud, Anul 2007, Mii persoane, 7.4
G Comert, Feminin, Bistrita-Nasaud, Anul 2008, Mii persoane, 6.6
G Comert, Feminin, Cluj, Anul 2001, Mii persoane, 14.4
G Comert, Feminin, Cluj, Anul 2002, Mii persoane, 16.6
G Comert, Feminin, Cluj, Anul 2003, Mii persoane, 17.6
G Comert, Feminin, Cluj, Anul 2004, Mii persoane, 16.9
G Comert, Feminin, Cluj, Anul 2005, Mii persoane, 20.8
G Comert, Feminin, Cluj, Anul 2006, Mii persoane, 22.4
G Comert, Feminin, Cluj, Anul 2007, Mii persoane, 27.1
G Comert, Feminin, Cluj, Anul 2008, Mii persoane, 26
G Comert, Feminin, Maramures, Anul 2001, Mii persoane, 11.3
G Comert, Feminin, Maramures, Anul 2002, Mii persoane, 8.1
G Comert, Feminin, Maramures, Anul 2003, Mii persoane, 8.6
G Comert, Feminin, Maramures, Anul 2004, Mii persoane, 9.6
G Comert, Feminin, Maramures, Anul 2005, Mii persoane, 11.5
G Comert, Feminin, Maramures, Anul 2006, Mii persoane, 12.7
G Comert, Feminin, Maramures, Anul 2007, Mii persoane, 11.2
G Comert, Feminin, Maramures, Anul 2008, Mii persoane, 11.2
G Comert, Feminin, Satu Mare, Anul 2001, Mii persoane, 7
G Comert, Feminin, Satu Mare, Anul 2002, Mii persoane, 5.7
G Comert, Feminin, Satu Mare, Anul 2003, Mii persoane, 6.2
G Comert, Feminin, Satu Mare, Anul 2004, Mii persoane, 7.1
G Comert, Feminin, Satu Mare, Anul 2005, Mii persoane, 8.1
G Comert, Feminin, Satu Mare, Anul 2006, Mii persoane, 7.7
G Comert, Feminin, Satu Mare, Anul 2007, Mii persoane, 7.7
G Comert, Feminin, Satu Mare, Anul 2008, Mii persoane, 7.1
G Comert, Feminin, Salaj, Anul 2001, Mii persoane, 3.9
G Comert, Feminin, Salaj, Anul 2002, Mii persoane, 4.2
G Comert, Feminin, Salaj, Anul 2003, Mii persoane, 4.1
G Comert, Feminin, Salaj, Anul 2004, Mii persoane, 3.5
G Comert, Feminin, Salaj, Anul 2005, Mii persoane, 5.4
G Comert, Feminin, Salaj, Anul 2006, Mii persoane, 7
G Comert, Feminin, Salaj, Anul 2007, Mii persoane, 7.1
G Comert, Feminin, Salaj, Anul 2008, Mii persoane, 6.4
G Comert, Feminin, Regiunea CENTRU, Anul 2001, Mii persoane, 52.8
G Comert, Feminin, Regiunea CENTRU, Anul 2002, Mii persoane, 56.5
G Comert, Feminin, Regiunea CENTRU, Anul 2003, Mii persoane, 59.9
G Comert, Feminin, Regiunea CENTRU, Anul 2004, Mii persoane, 61.5
G Comert, Feminin, Regiunea CENTRU, Anul 2005, Mii persoane, 65.6
G Comert, Feminin, Regiunea CENTRU, Anul 2006, Mii persoane, 73.1
G Comert, Feminin, Regiunea CENTRU, Anul 2007, Mii persoane, 75
G Comert, Feminin, Regiunea CENTRU, Anul 2008, Mii persoane, 72.9
G Comert, Feminin, Alba, Anul 2001, Mii persoane, 8.3
G Comert, Feminin, Alba, Anul 2002, Mii persoane, 10.6
G Comert, Feminin, Alba, Anul 2003, Mii persoane, 9.1
G Comert, Feminin, Alba, Anul 2004, Mii persoane, 9
G Comert, Feminin, Alba, Anul 2005, Mii persoane, 11
G Comert, Feminin, Alba, Anul 2006, Mii persoane, 11.3
G Comert, Feminin, Alba, Anul 2007, Mii persoane, 10.6
G Comert, Feminin, Alba, Anul 2008, Mii persoane, 9.5
G Comert, Feminin, Brasov, Anul 2001, Mii persoane, 14.3
G Comert, Feminin, Brasov, Anul 2002, Mii persoane, 15.7
G Comert, Feminin, Brasov, Anul 2003, Mii persoane, 16.7
G Comert, Feminin, Brasov, Anul 2004, Mii persoane, 18.7
G Comert, Feminin, Brasov, Anul 2005, Mii persoane, 17.3
G Comert, Feminin, Brasov, Anul 2006, Mii persoane, 19.6
G Comert, Feminin, Brasov, Anul 2007, Mii persoane, 18.6
G Comert, Feminin, Brasov, Anul 2008, Mii persoane, 18.6
G Comert, Feminin, Covasna, Anul 2001, Mii persoane, 5.3
G Comert, Feminin, Covasna, Anul 2002, Mii persoane, 4.1
G Comert, Feminin, Covasna, Anul 2003, Mii persoane, 6.3
G Comert, Feminin, Covasna, Anul 2004, Mii persoane, 4.6
G Comert, Feminin, Covasna, Anul 2005, Mii persoane, 5.7
G Comert, Feminin, Covasna, Anul 2006, Mii persoane, 5.1
G Comert, Feminin, Covasna, Anul 2007, Mii persoane, 5.9
G Comert, Feminin, Covasna, Anul 2008, Mii persoane, 6.7
G Comert, Feminin, Harghita, Anul 2001, Mii persoane, 6.7
G Comert, Feminin, Harghita, Anul 2002, Mii persoane, 4.5
G Comert, Feminin, Harghita, Anul 2003, Mii persoane, 4.8
G Comert, Feminin, Harghita, Anul 2004, Mii persoane, 5
G Comert, Feminin, Harghita, Anul 2005, Mii persoane, 7.2
G Comert, Feminin, Harghita, Anul 2006, Mii persoane, 7.4
G Comert, Feminin, Harghita, Anul 2007, Mii persoane, 8.8
G Comert, Feminin, Harghita, Anul 2008, Mii persoane, 7.7
G Comert, Feminin, Mures, Anul 2001, Mii persoane, 10.2
G Comert, Feminin, Mures, Anul 2002, Mii persoane, 12.4
G Comert, Feminin, Mures, Anul 2003, Mii persoane, 13.4
G Comert, Feminin, Mures, Anul 2004, Mii persoane, 13.5
G Comert, Feminin, Mures, Anul 2005, Mii persoane, 12.6
G Comert, Feminin, Mures, Anul 2006, Mii persoane, 15.5
G Comert, Feminin, Mures, Anul 2007, Mii persoane, 16.8
G Comert, Feminin, Mures, Anul 2008, Mii persoane, 16.3
G Comert, Feminin, Sibiu, Anul 2001, Mii persoane, 8
G Comert, Feminin, Sibiu, Anul 2002, Mii persoane, 9.2
G Comert, Feminin, Sibiu, Anul 2003, Mii persoane, 9.6
G Comert, Feminin, Sibiu, Anul 2004, Mii persoane, 10.7
G Comert, Feminin, Sibiu, Anul 2005, Mii persoane, 11.8
G Comert, Feminin, Sibiu, Anul 2006, Mii persoane, 14.2
G Comert, Feminin, Sibiu, Anul 2007, Mii persoane, 14.3
G Comert, Feminin, Sibiu, Anul 2008, Mii persoane, 14.1
G Comert, Feminin, MACROREGIUNEA DOI, Anul 2001, Mii persoane, 104.8
G Comert, Feminin, MACROREGIUNEA DOI, Anul 2002, Mii persoane, 108.1
G Comert, Feminin, MACROREGIUNEA DOI, Anul 2003, Mii persoane, 107.9
G Comert, Feminin, MACROREGIUNEA DOI, Anul 2004, Mii persoane, 119
G Comert, Feminin, MACROREGIUNEA DOI, Anul 2005, Mii persoane, 126.6
G Comert, Feminin, MACROREGIUNEA DOI, Anul 2006, Mii persoane, 137.6
G Comert, Feminin, MACROREGIUNEA DOI, Anul 2007, Mii persoane, 139.1
G Comert, Feminin, MACROREGIUNEA DOI, Anul 2008, Mii persoane, 137.1
G Comert, Feminin, Regiunea NORD-EST, Anul 2001, Mii persoane, 57.9
G Comert, Feminin, Regiunea NORD-EST, Anul 2002, Mii persoane, 54.3
G Comert, Feminin, Regiunea NORD-EST, Anul 2003, Mii persoane, 58.3
G Comert, Feminin, Regiunea NORD-EST, Anul 2004, Mii persoane, 63.9
G Comert, Feminin, Regiunea NORD-EST, Anul 2005, Mii persoane, 64.8
G Comert, Feminin, Regiunea NORD-EST, Anul 2006, Mii persoane, 71.4
G Comert, Feminin, Regiunea NORD-EST, Anul 2007, Mii persoane, 69.3
G Comert, Feminin, Regiunea NORD-EST, Anul 2008, Mii persoane, 69.9
G Comert, Feminin, Bacau, Anul 2001, Mii persoane, 13.2
G Comert, Feminin, Bacau, Anul 2002, Mii persoane, 11.7
G Comert, Feminin, Bacau, Anul 2003, Mii persoane, 14
G Comert, Feminin, Bacau, Anul 2004, Mii persoane, 15
G Comert, Feminin, Bacau, Anul 2005, Mii persoane, 12.3
G Comert, Feminin, Bacau, Anul 2006, Mii persoane, 11.3
G Comert, Feminin, Bacau, Anul 2007, Mii persoane, 11.2
G Comert, Feminin, Bacau, Anul 2008, Mii persoane, 14.4
G Comert, Feminin, Botosani, Anul 2001, Mii persoane, 5.1
G Comert, Feminin, Botosani, Anul 2002, Mii persoane, 5.1
G Comert, Feminin, Botosani, Anul 2003, Mii persoane, 4.7
G Comert, Feminin, Botosani, Anul 2004, Mii persoane, 6.9
G Comert, Feminin, Botosani, Anul 2005, Mii persoane, 6.2
G Comert, Feminin, Botosani, Anul 2006, Mii persoane, 7.4
G Comert, Feminin, Botosani, Anul 2007, Mii persoane, 8.2
G Comert, Feminin, Botosani, Anul 2008, Mii persoane, 6.4
G Comert, Feminin, Iasi, Anul 2001, Mii persoane, 11.8
G Comert, Feminin, Iasi, Anul 2002, Mii persoane, 14.1
G Comert, Feminin, Iasi, Anul 2003, Mii persoane, 14.8
G Comert, Feminin, Iasi, Anul 2004, Mii persoane, 16.8
G Comert, Feminin, Iasi, Anul 2005, Mii persoane, 16.7
G Comert, Feminin, Iasi, Anul 2006, Mii persoane, 20
G Comert, Feminin, Iasi, Anul 2007, Mii persoane, 19.7
G Comert, Feminin, Iasi, Anul 2008, Mii persoane, 16.2
G Comert, Feminin, Neamt, Anul 2001, Mii persoane, 10.4
G Comert, Feminin, Neamt, Anul 2002, Mii persoane, 10.2
G Comert, Feminin, Neamt, Anul 2003, Mii persoane, 10.6
G Comert, Feminin, Neamt, Anul 2004, Mii persoane, 11.5
G Comert, Feminin, Neamt, Anul 2005, Mii persoane, 11.6
G Comert, Feminin, Neamt, Anul 2006, Mii persoane, 12.7
G Comert, Feminin, Neamt, Anul 2007, Mii persoane, 9.3
G Comert, Feminin, Neamt, Anul 2008, Mii persoane, 10.7
G Comert, Feminin, Suceava, Anul 2001, Mii persoane, 11.8
G Comert, Feminin, Suceava, Anul 2002, Mii persoane, 10.1
G Comert, Feminin, Suceava, Anul 2003, Mii persoane, 10.6
G Comert, Feminin, Suceava, Anul 2004, Mii persoane, 9.6
G Comert, Feminin, Suceava, Anul 2005, Mii persoane, 12.4
G Comert, Feminin, Suceava, Anul 2006, Mii persoane, 13.6
G Comert, Feminin, Suceava, Anul 2007, Mii persoane, 14.4
G Comert, Feminin, Suceava, Anul 2008, Mii persoane, 16.1
G Comert, Feminin, Vaslui, Anul 2001, Mii persoane, 5.6
G Comert, Feminin, Vaslui, Anul 2002, Mii persoane, 3.1
G Comert, Feminin, Vaslui, Anul 2003, Mii persoane, 3.6
G Comert, Feminin, Vaslui, Anul 2004, Mii persoane, 4.1
G Comert, Feminin, Vaslui, Anul 2005, Mii persoane, 5.6
G Comert, Feminin, Vaslui, Anul 2006, Mii persoane, 6.4
G Comert, Feminin, Vaslui, Anul 2007, Mii persoane, 6.5
G Comert, Feminin, Vaslui, Anul 2008, Mii persoane, 6.1
G Comert, Feminin, Regiunea SUD-EST, Anul 2001, Mii persoane, 46.9
G Comert, Feminin, Regiunea SUD-EST, Anul 2002, Mii persoane, 53.8
G Comert, Feminin, Regiunea SUD-EST, Anul 2003, Mii persoane, 49.6
G Comert, Feminin, Regiunea SUD-EST, Anul 2004, Mii persoane, 55.1
G Comert, Feminin, Regiunea SUD-EST, Anul 2005, Mii persoane, 61.8
G Comert, Feminin, Regiunea SUD-EST, Anul 2006, Mii persoane, 66.2
G Comert, Feminin, Regiunea SUD-EST, Anul 2007, Mii persoane, 69.8
G Comert, Feminin, Regiunea SUD-EST, Anul 2008, Mii persoane, 67.2
G Comert, Feminin, Braila, Anul 2001, Mii persoane, 5.1
G Comert, Feminin, Braila, Anul 2002, Mii persoane, 4.2
G Comert, Feminin, Braila, Anul 2003, Mii persoane, 4.6
G Comert, Feminin, Braila, Anul 2004, Mii persoane, 3.3
G Comert, Feminin, Braila, Anul 2005, Mii persoane, 6.3
G Comert, Feminin, Braila, Anul 2006, Mii persoane, 6.6
G Comert, Feminin, Braila, Anul 2007, Mii persoane, 8.9
G Comert, Feminin, Braila, Anul 2008, Mii persoane, 8.4
G Comert, Feminin, Buzau, Anul 2001, Mii persoane, 7.1
G Comert, Feminin, Buzau, Anul 2002, Mii persoane, 7.9
G Comert, Feminin, Buzau, Anul 2003, Mii persoane, 8.4
G Comert, Feminin, Buzau, Anul 2004, Mii persoane, 9.9
G Comert, Feminin, Buzau, Anul 2005, Mii persoane, 9.3
G Comert, Feminin, Buzau, Anul 2006, Mii persoane, 10.9
G Comert, Feminin, Buzau, Anul 2007, Mii persoane, 8.9
G Comert, Feminin, Buzau, Anul 2008, Mii persoane, 10.7
G Comert, Feminin, Constanta, Anul 2001, Mii persoane, 16.5
G Comert, Feminin, Constanta, Anul 2002, Mii persoane, 21.3
G Comert, Feminin, Constanta, Anul 2003, Mii persoane, 19.7
G Comert, Feminin, Constanta, Anul 2004, Mii persoane, 20.5
G Comert, Feminin, Constanta, Anul 2005, Mii persoane, 23
G Comert, Feminin, Constanta, Anul 2006, Mii persoane, 22.4
G Comert, Feminin, Constanta, Anul 2007, Mii persoane, 25.2
G Comert, Feminin, Constanta, Anul 2008, Mii persoane, 23.3
G Comert, Feminin, Galati, Anul 2001, Mii persoane, 10.1
G Comert, Feminin, Galati, Anul 2002, Mii persoane, 12.7
G Comert, Feminin, Galati, Anul 2003, Mii persoane, 8.8
G Comert, Feminin, Galati, Anul 2004, Mii persoane, 12.5
G Comert, Feminin, Galati, Anul 2005, Mii persoane, 13.4
G Comert, Feminin, Galati, Anul 2006, Mii persoane, 15.2
G Comert, Feminin, Galati, Anul 2007, Mii persoane, 13.4
G Comert, Feminin, Galati, Anul 2008, Mii persoane, 13.6
G Comert, Feminin, Tulcea, Anul 2001, Mii persoane, 4.2
G Comert, Feminin, Tulcea, Anul 2002, Mii persoane, 3.4
G Comert, Feminin, Tulcea, Anul 2003, Mii persoane, 2.9
G Comert, Feminin, Tulcea, Anul 2004, Mii persoane, 2.9
G Comert, Feminin, Tulcea, Anul 2005, Mii persoane, 3.9
G Comert, Feminin, Tulcea, Anul 2006, Mii persoane, 3.8
G Comert, Feminin, Tulcea, Anul 2007, Mii persoane, 5
G Comert, Feminin, Tulcea, Anul 2008, Mii persoane, 4.4
G Comert, Feminin, Vrancea, Anul 2001, Mii persoane, 3.9
G Comert, Feminin, Vrancea, Anul 2002, Mii persoane, 4.3
G Comert, Feminin, Vrancea, Anul 2003, Mii persoane, 5.2
G Comert, Feminin, Vrancea, Anul 2004, Mii persoane, 6
G Comert, Feminin, Vrancea, Anul 2005, Mii persoane, 5.9
G Comert, Feminin, Vrancea, Anul 2006, Mii persoane, 7.3
G Comert, Feminin, Vrancea, Anul 2007, Mii persoane, 8.4
G Comert, Feminin, Vrancea, Anul 2008, Mii persoane, 6.8
G Comert, Feminin, MACROREGIUNEA TREI, Anul 2001, Mii persoane, 116.1
G Comert, Feminin, MACROREGIUNEA TREI, Anul 2002, Mii persoane, 113
G Comert, Feminin, MACROREGIUNEA TREI, Anul 2003, Mii persoane, 122.6
G Comert, Feminin, MACROREGIUNEA TREI, Anul 2004, Mii persoane, 128.7
G Comert, Feminin, MACROREGIUNEA TREI, Anul 2005, Mii persoane, 142.3
G Comert, Feminin, MACROREGIUNEA TREI, Anul 2006, Mii persoane, 165.2
G Comert, Feminin, MACROREGIUNEA TREI, Anul 2007, Mii persoane, 181.9
G Comert, Feminin, MACROREGIUNEA TREI, Anul 2008, Mii persoane, 189.7
G Comert, Feminin, Regiunea SUD-MUNTENIA, Anul 2001, Mii persoane, 49
G Comert, Feminin, Regiunea SUD-MUNTENIA, Anul 2002, Mii persoane, 48
G Comert, Feminin, Regiunea SUD-MUNTENIA, Anul 2003, Mii persoane, 50.1
G Comert, Feminin, Regiunea SUD-MUNTENIA, Anul 2004, Mii persoane, 52.8
G Comert, Feminin, Regiunea SUD-MUNTENIA, Anul 2005, Mii persoane, 55.2
G Comert, Feminin, Regiunea SUD-MUNTENIA, Anul 2006, Mii persoane, 61.8
G Comert, Feminin, Regiunea SUD-MUNTENIA, Anul 2007, Mii persoane, 65.2
G Comert, Feminin, Regiunea SUD-MUNTENIA, Anul 2008, Mii persoane, 60
G Comert, Feminin, Arges, Anul 2001, Mii persoane, 11.5
G Comert, Feminin, Arges, Anul 2002, Mii persoane, 11.2
G Comert, Feminin, Arges, Anul 2003, Mii persoane, 10.9
G Comert, Feminin, Arges, Anul 2004, Mii persoane, 11
G Comert, Feminin, Arges, Anul 2005, Mii persoane, 11.6
G Comert, Feminin, Arges, Anul 2006, Mii persoane, 14
G Comert, Feminin, Arges, Anul 2007, Mii persoane, 14.2
G Comert, Feminin, Arges, Anul 2008, Mii persoane, 14.1
G Comert, Feminin, Calarasi, Anul 2001, Mii persoane, 2.6
G Comert, Feminin, Calarasi, Anul 2002, Mii persoane, 2.5
G Comert, Feminin, Calarasi, Anul 2003, Mii persoane, 3.8
G Comert, Feminin, Calarasi, Anul 2004, Mii persoane, 3.5
G Comert, Feminin, Calarasi, Anul 2005, Mii persoane, 3.8
G Comert, Feminin, Calarasi, Anul 2006, Mii persoane, 4.2
G Comert, Feminin, Calarasi, Anul 2007, Mii persoane, 4
G Comert, Feminin, Calarasi, Anul 2008, Mii persoane, 4.4
G Comert, Feminin, Dambovita, Anul 2001, Mii persoane, 8.1
G Comert, Feminin, Dambovita, Anul 2002, Mii persoane, 9
G Comert, Feminin, Dambovita, Anul 2003, Mii persoane, 9.6
G Comert, Feminin, Dambovita, Anul 2004, Mii persoane, 10.6
G Comert, Feminin, Dambovita, Anul 2005, Mii persoane, 11
G Comert, Feminin, Dambovita, Anul 2006, Mii persoane, 11.3
G Comert, Feminin, Dambovita, Anul 2007, Mii persoane, 12.2
G Comert, Feminin, Dambovita, Anul 2008, Mii persoane, 9.8
G Comert, Feminin, Giurgiu, Anul 2001, Mii persoane, 3
G Comert, Feminin, Giurgiu, Anul 2002, Mii persoane, 3.2
G Comert, Feminin, Giurgiu, Anul 2003, Mii persoane, 3
G Comert, Feminin, Giurgiu, Anul 2004, Mii persoane, 3.4
G Comert, Feminin, Giurgiu, Anul 2005, Mii persoane, 3.3
G Comert, Feminin, Giurgiu, Anul 2006, Mii persoane, 3.5
G Comert, Feminin, Giurgiu, Anul 2007, Mii persoane, 4
G Comert, Feminin, Giurgiu, Anul 2008, Mii persoane, 3.2
G Comert, Feminin, Ialomita, Anul 2001, Mii persoane, 4.2
G Comert, Feminin, Ialomita, Anul 2002, Mii persoane, 4.2
G Comert, Feminin, Ialomita, Anul 2003, Mii persoane, 4.5
G Comert, Feminin, Ialomita, Anul 2004, Mii persoane, 4.7
G Comert, Feminin, Ialomita, Anul 2005, Mii persoane, 4.6
G Comert, Feminin, Ialomita, Anul 2006, Mii persoane, 4.6
G Comert, Feminin, Ialomita, Anul 2007, Mii persoane, 5.4
G Comert, Feminin, Ialomita, Anul 2008, Mii persoane, 5.2
G Comert, Feminin, Prahova, Anul 2001, Mii persoane, 13.9
G Comert, Feminin, Prahova, Anul 2002, Mii persoane, 12.2
G Comert, Feminin, Prahova, Anul 2003, Mii persoane, 14
G Comert, Feminin, Prahova, Anul 2004, Mii persoane, 15.4
G Comert, Feminin, Prahova, Anul 2005, Mii persoane, 14.8
G Comert, Feminin, Prahova, Anul 2006, Mii persoane, 17.3
G Comert, Feminin, Prahova, Anul 2007, Mii persoane, 18.7
G Comert, Feminin, Prahova, Anul 2008, Mii persoane, 16.1
G Comert, Feminin, Teleorman, Anul 2001, Mii persoane, 5.7
G Comert, Feminin, Teleorman, Anul 2002, Mii persoane, 5.7
G Comert, Feminin, Teleorman, Anul 2003, Mii persoane, 4.3
G Comert, Feminin, Teleorman, Anul 2004, Mii persoane, 4.2
G Comert, Feminin, Teleorman, Anul 2005, Mii persoane, 6.1
G Comert, Feminin, Teleorman, Anul 2006, Mii persoane, 6.9
G Comert, Feminin, Teleorman, Anul 2007, Mii persoane, 6.7
G Comert, Feminin, Teleorman, Anul 2008, Mii persoane, 7.2
G Comert, Feminin, Regiunea BUCURESTI - ILFOV, Anul 2001, Mii persoane, 67.1
G Comert, Feminin, Regiunea BUCURESTI - ILFOV, Anul 2002, Mii persoane, 65
G Comert, Feminin, Regiunea BUCURESTI - ILFOV, Anul 2003, Mii persoane, 72.5
G Comert, Feminin, Regiunea BUCURESTI - ILFOV, Anul 2004, Mii persoane, 75.9
G Comert, Feminin, Regiunea BUCURESTI - ILFOV, Anul 2005, Mii persoane, 87.1
G Comert, Feminin, Regiunea BUCURESTI - ILFOV, Anul 2006, Mii persoane, 103.4
G Comert, Feminin, Regiunea BUCURESTI - ILFOV, Anul 2007, Mii persoane, 116.7
G Comert, Feminin, Regiunea BUCURESTI - ILFOV, Anul 2008, Mii persoane, 129.7
G Comert, Feminin, Ilfov, Anul 2001, Mii persoane, 3.5
G Comert, Feminin, Ilfov, Anul 2002, Mii persoane, 5.5
G Comert, Feminin, Ilfov, Anul 2003, Mii persoane, 3.6
G Comert, Feminin, Ilfov, Anul 2004, Mii persoane, 4.8
G Comert, Feminin, Ilfov, Anul 2005, Mii persoane, 9.6
G Comert, Feminin, Ilfov, Anul 2006, Mii persoane, 11.3
G Comert, Feminin, Ilfov, Anul 2007, Mii persoane, 12.3
G Comert, Feminin, Ilfov, Anul 2008, Mii persoane, 11.5
G Comert, Feminin, Municipiul Bucuresti, Anul 2001, Mii persoane, 63.6
G Comert, Feminin, Municipiul Bucuresti, Anul 2002, Mii persoane, 59.5
G Comert, Feminin, Municipiul Bucuresti, Anul 2003, Mii persoane, 68.9
G Comert, Feminin, Municipiul Bucuresti, Anul 2004, Mii persoane, 71.1
G Comert, Feminin, Municipiul Bucuresti, Anul 2005, Mii persoane, 77.5
G Comert, Feminin, Municipiul Bucuresti, Anul 2006, Mii persoane, 92.1
G Comert, Feminin, Municipiul Bucuresti, Anul 2007, Mii persoane, 104.4
G Comert, Feminin, Municipiul Bucuresti, Anul 2008, Mii persoane, 118.2
G Comert, Feminin, MACROREGIUNEA PATRU, Anul 2001, Mii persoane, 78.8
G Comert, Feminin, MACROREGIUNEA PATRU, Anul 2002, Mii persoane, 77.9
G Comert, Feminin, MACROREGIUNEA PATRU, Anul 2003, Mii persoane, 81.1
G Comert, Feminin, MACROREGIUNEA PATRU, Anul 2004, Mii persoane, 87.4
G Comert, Feminin, MACROREGIUNEA PATRU, Anul 2005, Mii persoane, 93.4
G Comert, Feminin, MACROREGIUNEA PATRU, Anul 2006, Mii persoane, 98.5
G Comert, Feminin, MACROREGIUNEA PATRU, Anul 2007, Mii persoane, 102.2
G Comert, Feminin, MACROREGIUNEA PATRU, Anul 2008, Mii persoane, 93.3
G Comert, Feminin, Regiunea SUD-VEST OLTENIA, Anul 2001, Mii persoane, 37.4
G Comert, Feminin, Regiunea SUD-VEST OLTENIA, Anul 2002, Mii persoane, 33.5
G Comert, Feminin, Regiunea SUD-VEST OLTENIA, Anul 2003, Mii persoane, 36.8
G Comert, Feminin, Regiunea SUD-VEST OLTENIA, Anul 2004, Mii persoane, 40.6
