
CAEN Rev.1 (activitati ale economiei nationale - sectiuni), Sexe, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Mii persoane, Valoare
I Transport  depozitare si comunicatii, Feminin, Arad, Anul 1994, Mii persoane, 3.1
I Transport  depozitare si comunicatii, Feminin, Arad, Anul 1995, Mii persoane, 3.4
I Transport  depozitare si comunicatii, Feminin, Arad, Anul 1996, Mii persoane, 2.8
I Transport  depozitare si comunicatii, Feminin, Arad, Anul 1997, Mii persoane, 3.1
I Transport  depozitare si comunicatii, Feminin, Arad, Anul 1998, Mii persoane, 2.7
I Transport  depozitare si comunicatii, Feminin, Arad, Anul 1999, Mii persoane, 2.8
I Transport  depozitare si comunicatii, Feminin, Arad, Anul 2000, Mii persoane, 2.5
I Transport  depozitare si comunicatii, Feminin, Caras-Severin, Anul 1992, Mii persoane, 2.7
I Transport  depozitare si comunicatii, Feminin, Caras-Severin, Anul 1993, Mii persoane, 2.7
I Transport  depozitare si comunicatii, Feminin, Caras-Severin, Anul 1994, Mii persoane, 2.6
I Transport  depozitare si comunicatii, Feminin, Caras-Severin, Anul 1995, Mii persoane, 4.2
I Transport  depozitare si comunicatii, Feminin, Caras-Severin, Anul 1996, Mii persoane, 2.4
I Transport  depozitare si comunicatii, Feminin, Caras-Severin, Anul 1997, Mii persoane, 2.2
I Transport  depozitare si comunicatii, Feminin, Caras-Severin, Anul 1998, Mii persoane, 2.2
I Transport  depozitare si comunicatii, Feminin, Caras-Severin, Anul 1999, Mii persoane, 2
I Transport  depozitare si comunicatii, Feminin, Caras-Severin, Anul 2000, Mii persoane, 1.8
I Transport  depozitare si comunicatii, Feminin, Hunedoara, Anul 1992, Mii persoane, 4.5
I Transport  depozitare si comunicatii, Feminin, Hunedoara, Anul 1993, Mii persoane, 4.4
I Transport  depozitare si comunicatii, Feminin, Hunedoara, Anul 1994, Mii persoane, 4.4
I Transport  depozitare si comunicatii, Feminin, Hunedoara, Anul 1995, Mii persoane, 4.2
I Transport  depozitare si comunicatii, Feminin, Hunedoara, Anul 1996, Mii persoane, 4
I Transport  depozitare si comunicatii, Feminin, Hunedoara, Anul 1997, Mii persoane, 3.6
I Transport  depozitare si comunicatii, Feminin, Hunedoara, Anul 1998, Mii persoane, 2.9
I Transport  depozitare si comunicatii, Feminin, Hunedoara, Anul 1999, Mii persoane, 2.9
I Transport  depozitare si comunicatii, Feminin, Hunedoara, Anul 2000, Mii persoane, 2.7
I Transport  depozitare si comunicatii, Feminin, Timis, Anul 1992, Mii persoane, 5.4
I Transport  depozitare si comunicatii, Feminin, Timis, Anul 1993, Mii persoane, 5.4
I Transport  depozitare si comunicatii, Feminin, Timis, Anul 1994, Mii persoane, 4.6
I Transport  depozitare si comunicatii, Feminin, Timis, Anul 1995, Mii persoane, 4
I Transport  depozitare si comunicatii, Feminin, Timis, Anul 1996, Mii persoane, 5
I Transport  depozitare si comunicatii, Feminin, Timis, Anul 1997, Mii persoane, 4
I Transport  depozitare si comunicatii, Feminin, Timis, Anul 1998, Mii persoane, 3.7
I Transport  depozitare si comunicatii, Feminin, Timis, Anul 1999, Mii persoane, 3.4
I Transport  depozitare si comunicatii, Feminin, Timis, Anul 2000, Mii persoane, 3.7
Transport si depozitare, Total, TOTAL, Anul 1992, Mii persoane, 555.7
Transport si depozitare, Total, TOTAL, Anul 1993, Mii persoane, 497
Transport si depozitare, Total, TOTAL, Anul 1994, Mii persoane, 462.1
Transport si depozitare, Total, TOTAL, Anul 1995, Mii persoane, 457.7
Transport si depozitare, Total, TOTAL, Anul 1996, Mii persoane, 448.3
Transport si depozitare, Total, TOTAL, Anul 1997, Mii persoane, 405.4
Transport si depozitare, Total, TOTAL, Anul 1998, Mii persoane, 361.2
Transport si depozitare, Total, TOTAL, Anul 1999, Mii persoane, 309.8
Transport si depozitare, Total, TOTAL, Anul 2000, Mii persoane, 325.9
Transport si depozitare, Total, MACROREGIUNEA UNU, Anul 1992, Mii persoane, 121.4
Transport si depozitare, Total, MACROREGIUNEA UNU, Anul 1993, Mii persoane, 107
Transport si depozitare, Total, MACROREGIUNEA UNU, Anul 1994, Mii persoane, 97.5
Transport si depozitare, Total, MACROREGIUNEA UNU, Anul 1995, Mii persoane, 97.2
Transport si depozitare, Total, MACROREGIUNEA UNU, Anul 1996, Mii persoane, 96.4
Transport si depozitare, Total, MACROREGIUNEA UNU, Anul 1997, Mii persoane, 85
Transport si depozitare, Total, MACROREGIUNEA UNU, Anul 1998, Mii persoane, 75.9
Transport si depozitare, Total, MACROREGIUNEA UNU, Anul 1999, Mii persoane, 70.4
Transport si depozitare, Total, MACROREGIUNEA UNU, Anul 2000, Mii persoane, 78.2
Transport si depozitare, Total, Regiunea NORD-VEST, Anul 1992, Mii persoane, 61.8
Transport si depozitare, Total, Regiunea NORD-VEST, Anul 1993, Mii persoane, 54.9
Transport si depozitare, Total, Regiunea NORD-VEST, Anul 1994, Mii persoane, 48.6
Transport si depozitare, Total, Regiunea NORD-VEST, Anul 1995, Mii persoane, 49
Transport si depozitare, Total, Regiunea NORD-VEST, Anul 1996, Mii persoane, 48.3
Transport si depozitare, Total, Regiunea NORD-VEST, Anul 1997, Mii persoane, 42.2
Transport si depozitare, Total, Regiunea NORD-VEST, Anul 1998, Mii persoane, 38.2
Transport si depozitare, Total, Regiunea NORD-VEST, Anul 1999, Mii persoane, 36.1
Transport si depozitare, Total, Regiunea NORD-VEST, Anul 2000, Mii persoane, 37.3
Transport si depozitare, Total, Bihor, Anul 1992, Mii persoane, 14.1
Transport si depozitare, Total, Bihor, Anul 1993, Mii persoane, 13.2
Transport si depozitare, Total, Bihor, Anul 1994, Mii persoane, 11.1
Transport si depozitare, Total, Bihor, Anul 1995, Mii persoane, 10.1
Transport si depozitare, Total, Bihor, Anul 1996, Mii persoane, 10.1
Transport si depozitare, Total, Bihor, Anul 1997, Mii persoane, 8.8
Transport si depozitare, Total, Bihor, Anul 1998, Mii persoane, 8.4
Transport si depozitare, Total, Bihor, Anul 1999, Mii persoane, 8.7
Transport si depozitare, Total, Bihor, Anul 2000, Mii persoane, 8.7
Transport si depozitare, Total, Bistrita-Nasaud, Anul 1992, Mii persoane, 6
Transport si depozitare, Total, Bistrita-Nasaud, Anul 1993, Mii persoane, 5
Transport si depozitare, Total, Bistrita-Nasaud, Anul 1994, Mii persoane, 4.4
Transport si depozitare, Total, Bistrita-Nasaud, Anul 1995, Mii persoane, 3.3
Transport si depozitare, Total, Bistrita-Nasaud, Anul 1996, Mii persoane, 3.3
Transport si depozitare, Total, Bistrita-Nasaud, Anul 1997, Mii persoane, 3.6
Transport si depozitare, Total, Bistrita-Nasaud, Anul 1998, Mii persoane, 3.5
Transport si depozitare, Total, Bistrita-Nasaud, Anul 1999, Mii persoane, 3
Transport si depozitare, Total, Bistrita-Nasaud, Anul 2000, Mii persoane, 3.6
Transport si depozitare, Total, Cluj, Anul 1992, Mii persoane, 21.5
Transport si depozitare, Total, Cluj, Anul 1993, Mii persoane, 19.7
Transport si depozitare, Total, Cluj, Anul 1994, Mii persoane, 16.6
Transport si depozitare, Total, Cluj, Anul 1995, Mii persoane, 16.4
Transport si depozitare, Total, Cluj, Anul 1996, Mii persoane, 16.2
Transport si depozitare, Total, Cluj, Anul 1997, Mii persoane, 15
Transport si depozitare, Total, Cluj, Anul 1998, Mii persoane, 12.7
Transport si depozitare, Total, Cluj, Anul 1999, Mii persoane, 12
Transport si depozitare, Total, Cluj, Anul 2000, Mii persoane, 12.7
Transport si depozitare, Total, Maramures, Anul 1992, Mii persoane, 9.7
Transport si depozitare, Total, Maramures, Anul 1993, Mii persoane, 7.7
Transport si depozitare, Total, Maramures, Anul 1994, Mii persoane, 7
Transport si depozitare, Total, Maramures, Anul 1995, Mii persoane, 9.9
Transport si depozitare, Total, Maramures, Anul 1996, Mii persoane, 9.3
Transport si depozitare, Total, Maramures, Anul 1997, Mii persoane, 7.3
Transport si depozitare, Total, Maramures, Anul 1998, Mii persoane, 6.7
Transport si depozitare, Total, Maramures, Anul 1999, Mii persoane, 5.7
Transport si depozitare, Total, Maramures, Anul 2000, Mii persoane, 5.9
Transport si depozitare, Total, Satu Mare, Anul 1992, Mii persoane, 6.8
Transport si depozitare, Total, Satu Mare, Anul 1993, Mii persoane, 5.5
Transport si depozitare, Total, Satu Mare, Anul 1994, Mii persoane, 4.8
Transport si depozitare, Total, Satu Mare, Anul 1995, Mii persoane, 5.4
Transport si depozitare, Total, Satu Mare, Anul 1996, Mii persoane, 5
Transport si depozitare, Total, Satu Mare, Anul 1997, Mii persoane, 3.8
Transport si depozitare, Total, Satu Mare, Anul 1998, Mii persoane, 3.8
Transport si depozitare, Total, Satu Mare, Anul 1999, Mii persoane, 2.9
Transport si depozitare, Total, Satu Mare, Anul 2000, Mii persoane, 3.3
Transport si depozitare, Total, Salaj, Anul 1992, Mii persoane, 3.7
Transport si depozitare, Total, Salaj, Anul 1993, Mii persoane, 3.8
Transport si depozitare, Total, Salaj, Anul 1994, Mii persoane, 4.7
Transport si depozitare, Total, Salaj, Anul 1995, Mii persoane, 3.9
Transport si depozitare, Total, Salaj, Anul 1996, Mii persoane, 4.4
Transport si depozitare, Total, Salaj, Anul 1997, Mii persoane, 3.7
Transport si depozitare, Total, Salaj, Anul 1998, Mii persoane, 3.1
Transport si depozitare, Total, Salaj, Anul 1999, Mii persoane, 3.8
Transport si depozitare, Total, Salaj, Anul 2000, Mii persoane, 3.1
Transport si depozitare, Total, Regiunea CENTRU, Anul 1992, Mii persoane, 59.6
Transport si depozitare, Total, Regiunea CENTRU, Anul 1993, Mii persoane, 52.1
Transport si depozitare, Total, Regiunea CENTRU, Anul 1994, Mii persoane, 48.9
Transport si depozitare, Total, Regiunea CENTRU, Anul 1995, Mii persoane, 48.2
Transport si depozitare, Total, Regiunea CENTRU, Anul 1996, Mii persoane, 48.1
Transport si depozitare, Total, Regiunea CENTRU, Anul 1997, Mii persoane, 42.8
Transport si depozitare, Total, Regiunea CENTRU, Anul 1998, Mii persoane, 37.7
Transport si depozitare, Total, Regiunea CENTRU, Anul 1999, Mii persoane, 34.3
Transport si depozitare, Total, Regiunea CENTRU, Anul 2000, Mii persoane, 40.9
Transport si depozitare, Total, Alba, Anul 1992, Mii persoane, 9
Transport si depozitare, Total, Alba, Anul 1993, Mii persoane, 8.1
Transport si depozitare, Total, Alba, Anul 1994, Mii persoane, 7.1
Transport si depozitare, Total, Alba, Anul 1995, Mii persoane, 7.5
Transport si depozitare, Total, Alba, Anul 1996, Mii persoane, 7.9
Transport si depozitare, Total, Alba, Anul 1997, Mii persoane, 7.2
Transport si depozitare, Total, Alba, Anul 1998, Mii persoane, 5.6
Transport si depozitare, Total, Alba, Anul 1999, Mii persoane, 4.9
Transport si depozitare, Total, Alba, Anul 2000, Mii persoane, 6.4
Transport si depozitare, Total, Brasov, Anul 1992, Mii persoane, 17.8
Transport si depozitare, Total, Brasov, Anul 1993, Mii persoane, 15.4
Transport si depozitare, Total, Brasov, Anul 1994, Mii persoane, 14.7
Transport si depozitare, Total, Brasov, Anul 1995, Mii persoane, 13.3
Transport si depozitare, Total, Brasov, Anul 1996, Mii persoane, 12.9
Transport si depozitare, Total, Brasov, Anul 1997, Mii persoane, 12.6
Transport si depozitare, Total, Brasov, Anul 1998, Mii persoane, 11
Transport si depozitare, Total, Brasov, Anul 1999, Mii persoane, 9.9
Transport si depozitare, Total, Brasov, Anul 2000, Mii persoane, 11.6
Transport si depozitare, Total, Covasna, Anul 1992, Mii persoane, 4
Transport si depozitare, Total, Covasna, Anul 1993, Mii persoane, 3.4
Transport si depozitare, Total, Covasna, Anul 1994, Mii persoane, 2.8
Transport si depozitare, Total, Covasna, Anul 1995, Mii persoane, 3
Transport si depozitare, Total, Covasna, Anul 1996, Mii persoane, 3
Transport si depozitare, Total, Covasna, Anul 1997, Mii persoane, 2.2
Transport si depozitare, Total, Covasna, Anul 1998, Mii persoane, 2
Transport si depozitare, Total, Covasna, Anul 1999, Mii persoane, 1.5
Transport si depozitare, Total, Covasna, Anul 2000, Mii persoane, 2.5
Transport si depozitare, Total, Harghita, Anul 1992, Mii persoane, 6.6
Transport si depozitare, Total, Harghita, Anul 1993, Mii persoane, 5.7
Transport si depozitare, Total, Harghita, Anul 1994, Mii persoane, 5.5
Transport si depozitare, Total, Harghita, Anul 1995, Mii persoane, 4.3
Transport si depozitare, Total, Harghita, Anul 1996, Mii persoane, 4.6
Transport si depozitare, Total, Harghita, Anul 1997, Mii persoane, 4.5
Transport si depozitare, Total, Harghita, Anul 1998, Mii persoane, 4
Transport si depozitare, Total, Harghita, Anul 1999, Mii persoane, 3.4
Transport si depozitare, Total, Harghita, Anul 2000, Mii persoane, 4.7
Transport si depozitare, Total, Mures, Anul 1992, Mii persoane, 12.9
Transport si depozitare, Total, Mures, Anul 1993, Mii persoane, 10.6
Transport si depozitare, Total, Mures, Anul 1994, Mii persoane, 10.2
Transport si depozitare, Total, Mures, Anul 1995, Mii persoane, 10.5
Transport si depozitare, Total, Mures, Anul 1996, Mii persoane, 10.4
Transport si depozitare, Total, Mures, Anul 1997, Mii persoane, 9
Transport si depozitare, Total, Mures, Anul 1998, Mii persoane, 7.8
Transport si depozitare, Total, Mures, Anul 1999, Mii persoane, 6.9
Transport si depozitare, Total, Mures, Anul 2000, Mii persoane, 8.6
Transport si depozitare, Total, Sibiu, Anul 1992, Mii persoane, 9.3
Transport si depozitare, Total, Sibiu, Anul 1993, Mii persoane, 8.9
Transport si depozitare, Total, Sibiu, Anul 1994, Mii persoane, 8.6
Transport si depozitare, Total, Sibiu, Anul 1995, Mii persoane, 9.6
Transport si depozitare, Total, Sibiu, Anul 1996, Mii persoane, 9.3
Transport si depozitare, Total, Sibiu, Anul 1997, Mii persoane, 7.3
Transport si depozitare, Total, Sibiu, Anul 1998, Mii persoane, 7.3
Transport si depozitare, Total, Sibiu, Anul 1999, Mii persoane, 7.7
Transport si depozitare, Total, Sibiu, Anul 2000, Mii persoane, 7.1
Transport si depozitare, Total, MACROREGIUNEA DOI, Anul 1992, Mii persoane, 165
Transport si depozitare, Total, MACROREGIUNEA DOI, Anul 1993, Mii persoane, 152.2
Transport si depozitare, Total, MACROREGIUNEA DOI, Anul 1994, Mii persoane, 134.8
Transport si depozitare, Total, MACROREGIUNEA DOI, Anul 1995, Mii persoane, 142.1
Transport si depozitare, Total, MACROREGIUNEA DOI, Anul 1996, Mii persoane, 143.7
Transport si depozitare, Total, MACROREGIUNEA DOI, Anul 1997, Mii persoane, 131.2
Transport si depozitare, Total, MACROREGIUNEA DOI, Anul 1998, Mii persoane, 111.5
Transport si depozitare, Total, MACROREGIUNEA DOI, Anul 1999, Mii persoane, 89.6
Transport si depozitare, Total, MACROREGIUNEA DOI, Anul 2000, Mii persoane, 91.2
Transport si depozitare, Total, Regiunea NORD-EST, Anul 1992, Mii persoane, 59.7
Transport si depozitare, Total, Regiunea NORD-EST, Anul 1993, Mii persoane, 53
Transport si depozitare, Total, Regiunea NORD-EST, Anul 1994, Mii persoane, 47.6
Transport si depozitare, Total, Regiunea NORD-EST, Anul 1995, Mii persoane, 50.9
Transport si depozitare, Total, Regiunea NORD-EST, Anul 1996, Mii persoane, 49.5
Transport si depozitare, Total, Regiunea NORD-EST, Anul 1997, Mii persoane, 47.3
Transport si depozitare, Total, Regiunea NORD-EST, Anul 1998, Mii persoane, 39.2
Transport si depozitare, Total, Regiunea NORD-EST, Anul 1999, Mii persoane, 31.6
Transport si depozitare, Total, Regiunea NORD-EST, Anul 2000, Mii persoane, 33.9
Transport si depozitare, Total, Bacau, Anul 1992, Mii persoane, 12.1
Transport si depozitare, Total, Bacau, Anul 1993, Mii persoane, 11.7
Transport si depozitare, Total, Bacau, Anul 1994, Mii persoane, 9.8
Transport si depozitare, Total, Bacau, Anul 1995, Mii persoane, 11.5
Transport si depozitare, Total, Bacau, Anul 1996, Mii persoane, 11.9
Transport si depozitare, Total, Bacau, Anul 1997, Mii persoane, 11.5
Transport si depozitare, Total, Bacau, Anul 1998, Mii persoane, 9.1
Transport si depozitare, Total, Bacau, Anul 1999, Mii persoane, 6.6
Transport si depozitare, Total, Bacau, Anul 2000, Mii persoane, 6.1
Transport si depozitare, Total, Botosani, Anul 1992, Mii persoane, 4.7
Transport si depozitare, Total, Botosani, Anul 1993, Mii persoane, 4.1
Transport si depozitare, Total, Botosani, Anul 1994, Mii persoane, 3
Transport si depozitare, Total, Botosani, Anul 1995, Mii persoane, 3.4
Transport si depozitare, Total, Botosani, Anul 1996, Mii persoane, 2.8
Transport si depozitare, Total, Botosani, Anul 1997, Mii persoane, 3
Transport si depozitare, Total, Botosani, Anul 1998, Mii persoane, 2.8
Transport si depozitare, Total, Botosani, Anul 1999, Mii persoane, 1.7
Transport si depozitare, Total, Botosani, Anul 2000, Mii persoane, 1.8
Transport si depozitare, Total, Iasi, Anul 1992, Mii persoane, 16
Transport si depozitare, Total, Iasi, Anul 1993, Mii persoane, 14.8
Transport si depozitare, Total, Iasi, Anul 1994, Mii persoane, 14.3
Transport si depozitare, Total, Iasi, Anul 1995, Mii persoane, 15.2
Transport si depozitare, Total, Iasi, Anul 1996, Mii persoane, 14.3
Transport si depozitare, Total, Iasi, Anul 1997, Mii persoane, 13.1
Transport si depozitare, Total, Iasi, Anul 1998, Mii persoane, 11.9
Transport si depozitare, Total, Iasi, Anul 1999, Mii persoane, 9.9
Transport si depozitare, Total, Iasi, Anul 2000, Mii persoane, 9.7
Transport si depozitare, Total, Neamt, Anul 1992, Mii persoane, 7.7
Transport si depozitare, Total, Neamt, Anul 1993, Mii persoane, 6.6
Transport si depozitare, Total, Neamt, Anul 1994, Mii persoane, 5.8
Transport si depozitare, Total, Neamt, Anul 1995, Mii persoane, 6.6
Transport si depozitare, Total, Neamt, Anul 1996, Mii persoane, 6.4
Transport si depozitare, Total, Neamt, Anul 1997, Mii persoane, 5.4
Transport si depozitare, Total, Neamt, Anul 1998, Mii persoane, 5.1
Transport si depozitare, Total, Neamt, Anul 1999, Mii persoane, 4
Transport si depozitare, Total, Neamt, Anul 2000, Mii persoane, 6.1
Transport si depozitare, Total, Suceava, Anul 1992, Mii persoane, 14.3
Transport si depozitare, Total, Suceava, Anul 1993, Mii persoane, 12.1
Transport si depozitare, Total, Suceava, Anul 1994, Mii persoane, 10.7
Transport si depozitare, Total, Suceava, Anul 1995, Mii persoane, 10.8
Transport si depozitare, Total, Suceava, Anul 1996, Mii persoane, 10.5
Transport si depozitare, Total, Suceava, Anul 1997, Mii persoane, 11.1
Transport si depozitare, Total, Suceava, Anul 1998, Mii persoane, 7.9
Transport si depozitare, Total, Suceava, Anul 1999, Mii persoane, 7.4
Transport si depozitare, Total, Suceava, Anul 2000, Mii persoane, 8
Transport si depozitare, Total, Vaslui, Anul 1992, Mii persoane, 4.9
Transport si depozitare, Total, Vaslui, Anul 1993, Mii persoane, 3.7
Transport si depozitare, Total, Vaslui, Anul 1994, Mii persoane, 4
Transport si depozitare, Total, Vaslui, Anul 1995, Mii persoane, 3.4
Transport si depozitare, Total, Vaslui, Anul 1996, Mii persoane, 3.6
Transport si depozitare, Total, Vaslui, Anul 1997, Mii persoane, 3.2
Transport si depozitare, Total, Vaslui, Anul 1998, Mii persoane, 2.4
Transport si depozitare, Total, Vaslui, Anul 1999, Mii persoane, 2
Transport si depozitare, Total, Vaslui, Anul 2000, Mii persoane, 2.2
Transport si depozitare, Total, Regiunea SUD-EST, Anul 1992, Mii persoane, 105.3
Transport si depozitare, Total, Regiunea SUD-EST, Anul 1993, Mii persoane, 99.2
Transport si depozitare, Total, Regiunea SUD-EST, Anul 1994, Mii persoane, 87.2
